learning_rate,sequence_size,batch_size,hidden_layers,train_score_MAE,train_score_MSE,train_score_RMSE,test_score_MAE,test_score_MSE,test_score_RMSE,epoches_stopped,exec_time,try
0.1,5,16,0,543.0805232010621,520928.0013329173,721.7534214209984,759.0318619078591,1214987.2089160793,1102.2645820836663,8,17839.656494140625,1
0.1,5,16,0,800.4773532389559,1023906.7523935819,1011.8827760138928,635.027782570001,771032.2854535707,878.0844409585964,0,19855.161865234375,2
0.1,5,16,0,959.810436900936,1463498.2201088,1209.7513050659627,802.6772813619185,977206.4137748206,988.5375125784659,8,18678.6298828125,3
0.1,5,16,0,475.85771313405854,415131.4457589657,644.306949953953,907.0518748511472,1294823.4950844687,1137.903113223823,6,14967.13232421875,4
0.1,5,16,1,883.9536790619162,1379512.740872282,1174.5266028797653,732.0786155712728,897015.4412177528,947.1089912030994,6,25303.777587890625,1
0.1,5,16,1,1292.6206684968956,2296372.2033837615,1515.3785676799582,1253.983179012692,2146836.8024794934,1465.2087914285437,8,31108.2939453125,2
0.1,5,16,1,662.9281430250412,791289.0377777929,889.5442865747567,1575.3060865353768,3617033.203639501,1901.8499424611555,5,22893.00244140625,3
0.1,5,16,1,1877.0106306718665,4555061.346451079,2134.258968928344,1160.7946829227574,2387599.3127384046,1545.1858505495074,0,34062.140625,4
0.1,5,16,2,1874.810893566065,4561811.569947421,2135.839780963783,1140.8114823932724,2342004.123723334,1530.3607822089973,5,31299.172119140625,1
0.1,5,16,2,1891.3289968279219,4532085.934177515,2128.869637666317,1286.055848005295,2692487.810337036,1640.880193779252,7,38671.4296875,2
0.1,5,16,2,847.122051588474,1349440.0655506852,1161.654021449883,622.8336936373028,729967.2058228905,854.3811829756613,7,38802.672607421875,3
0.1,5,16,2,1895.3621600789745,4531599.216052833,2128.7553208513264,1320.359464855378,2781551.738425019,1667.7984705668187,8,42476.608154296875,4
0.1,5,16,3,1873.4020542469957,4566636.073163591,2136.968898501705,1127.8695570402824,2312927.6299348157,1520.831229931453,5,39854.134033203125,1
0.1,5,16,3,1883.0599329323497,4541054.559760129,2130.9750256068533,1214.8493185124585,2515187.0716219787,1585.9341321826637,0,57948.050048828125,2
0.1,5,16,3,850.5694150229641,1095459.8340422465,1046.642170964961,1009.4714806705773,1563728.4616607688,1250.4912881187013,0,57121.196044921875,3
0.1,5,16,3,1917.5789443182339,4571164.764496836,2138.028242212164,1503.8347636640367,3300085.194077834,1816.6136612053301,7,48517.71630859375,4
0.1,5,32,0,744.6651839397447,965599.344161703,982.6491460138268,665.5576189548641,781679.8842828326,884.1266223131348,6,9508.5849609375,1
0.1,5,32,0,740.6243405413658,949694.6412271354,974.5227761459121,548.5114786527591,574992.5984298616,758.2826639386276,0,12212.68212890625,2
0.1,5,32,0,924.9082089636235,1466438.2913835142,1210.96585062648,677.433913892429,789828.42940389,888.7229204897835,5,9081.249755859375,3
0.1,5,32,0,1004.4598779815817,1550550.0116829886,1245.210830214301,825.5428593717166,952368.5905268291,975.8937393624518,5,8665.447021484375,4
0.1,5,32,1,650.1822713847824,914021.9034602899,956.0449275323257,759.6220820499898,1059723.7810704093,1029.4288615880212,6,16664.697021484375,1
0.1,5,32,1,693.9029611537923,861838.9799684659,928.3528316154725,659.2686651610777,798838.8363581141,893.7778450812675,7,18438.411865234375,2
0.1,5,32,1,1844.2875952674938,4796963.404119737,2190.197115357368,809.9741878991382,1710349.2946133143,1307.8032323760767,0,20991.417724609375,3
0.1,5,32,1,1041.1596604546498,1618125.5249259938,1272.0556296506822,817.878807118148,995874.4764894817,997.9351063518518,0,21662.011474609375,4
0.1,5,32,2,1990.551275484727,5022836.96563943,2241.168660685632,1993.8917041532393,5026819.435984537,2242.05696537455,5,21559.508056640625,1
0.1,5,32,2,1865.942335753605,4598828.192013289,2144.487862407547,1058.0039073828902,2162108.7117738025,1470.4110689782644,0,29497.607177734375,2
0.1,5,32,2,1018.5957122747066,1672361.0015624221,1293.1979746204454,1297.3248154773153,2289216.4896308705,1513.0156937820805,6,23927.692138671875,3
0.1,5,32,2,2440.298303025327,8579137.039037023,2929.016394463681,1244.8442075730898,1689383.5017643285,1299.762863665649,0,29508.61572265625,4
0.1,5,32,3,1899.8309113918353,4533943.865345472,2129.3059586037584,1358.2045693897428,2882692.1963884863,1697.8492855340508,8,34575.6630859375,1
0.1,5,32,3,1856.5062197508928,4656844.639439567,2157.972344456612,966.275489089701,1979845.2356967463,1407.0697337718364,0,36990.4970703125,2
0.1,5,32,3,1888.8230906688107,4533651.025015076,2129.2371932255637,1264.6201275552328,2638094.29404794,1624.221134589727,6,29782.426025390625,3
0.1,5,32,3,1847.4756515813322,4740766.947618388,2177.3302339375136,865.9559098226744,1800983.3241027785,1342.0071997209175,0,36851.269287109375,4
0.1,5,64,0,905.0839981672342,1325178.228237689,1151.1638581182476,863.8255193649554,1180092.7478845234,1086.3207389553618,8,8489.615478515625,1
0.1,5,64,0,906.1097407216484,1395296.7727746358,1181.226808354194,967.8312707221241,1577828.3509077555,1256.1163763392926,0,9490.39599609375,2
0.1,5,64,0,1290.2572828226946,2203691.4323482546,1484.4835574529798,804.765662149865,1101912.400727055,1049.720153530004,0,9051.36279296875,3
0.1,5,64,0,534.3637852383464,539563.1568652798,734.549628592432,850.7246712039037,1091804.6567092868,1044.8945672694863,0,8984.534423828125,4
0.1,5,64,1,632.3168394789702,796128.211885364,892.2601705138272,702.1003751384967,816489.5177406452,903.5980952506735,9,15914.80419921875,1
