learning_rate,sequence_size,batch_size,hidden_layers,train_score_MAE,train_score_MSE,train_score_RMSE,test_score_MAE,test_score_MSE,test_score_RMSE,epoches_stopped,exec_time,try
0.1,5,16,0,509.89368941179924,423392.96451372735,650.6865332198964,335.3243631030774,207446.83532172814,455.46331940314155,0,18089.322021484375,1
0.1,5,16,0,654.6113817513104,717744.4715399906,847.1980120019113,378.36808682167896,248020.6280087232,498.0166945080488,5,12019.964599609375,2
0.1,5,16,0,889.3913105432637,1084113.9396813533,1041.2079233665836,1009.3027695819271,1277442.136588859,1130.2398579898247,5,12671.505859375,3
0.1,5,16,0,604.6742580435513,624506.5310539447,790.25725624884,396.0804844821174,260241.47981140562,510.1386868405548,0,18081.197265625,4
0.1,5,16,1,517.6217540667453,425666.79822115746,652.4314509748572,435.86602841192376,319260.4342810706,565.0313569007216,5,20501.230712890625,1
0.1,5,16,1,616.0550166272926,618086.4318878506,786.1847314008652,665.0388057350286,667536.8606714898,817.0292899715957,5,20740.89306640625,2
0.1,5,16,1,764.5903399399904,920188.6299889518,959.2646298018873,1332.754451528042,2052460.6600800618,1432.6411483969255,0,30335.01025390625,3
0.1,5,16,1,465.6929669876333,349355.2304642856,591.0627973949008,420.39008030498456,280218.3399885015,529.3565339055536,0,29878.4912109375,4
0.1,5,16,2,1135.317340392805,1971203.0466187946,1403.9953869649269,2180.2378642414446,4990271.040305921,2233.8914566974645,6,32249.40087890625,1
0.1,5,16,2,575.6310281569461,592978.1367670896,770.050736488895,450.8819471861038,286797.9406283149,535.5351908402612,0,40933.6474609375,2
0.1,5,16,2,1103.4484875934427,1931391.8837824687,1389.7452585932679,2436.96091033068,6185689.970283577,2487.10473649253,7,35249.358642578125,3
0.1,5,16,2,1104.6293493593978,1927506.9567643248,1388.3468431066947,2387.318231950214,5943252.616640631,2437.8787124548735,0,42345.402587890625,4
0.1,5,16,3,1105.108797540159,1927372.1594564936,1388.2982962809158,2376.2303246159695,5889866.622681871,2426.9047411634992,0,51549.56005859375,1
0.1,5,16,3,1104.7087342365353,1927462.9484558697,1388.3309938396785,2385.3633227742394,5933819.8887274405,2435.9433262552398,0,51645.719970703125,2
0.1,5,16,3,1106.7396833605874,1928096.3026822899,1388.5590742500983,2351.1393427807748,5770087.882217043,2402.100722746039,0,51419.8681640625,3
0.1,5,16,3,1110.6216209674492,1931797.0951888307,1389.891037164004,2313.9392050223382,5595129.907879625,2365.402694654681,0,51762.18212890625,4
0.1,5,32,0,677.51806208021,668523.9260140819,817.6331243376102,677.6837135461918,562455.4828284539,749.970321298419,0,11164.465576171875,1
0.1,5,32,0,494.7882253725734,413440.864014666,642.9936733861897,359.36609857966965,308806.6596984688,555.7037517405014,0,11137.067138671875,2
0.1,5,32,0,542.0888402257226,482224.40687824,694.4237948675434,330.4755756997683,191040.71259747187,437.08204332535996,0,11198.419921875,3
0.1,5,32,0,483.2436520794469,379796.67637597624,616.2764609945574,522.4991614199591,404037.59013840114,635.6395127258855,9,11104.441650390625,4
0.1,5,32,1,762.0965311944251,841353.6490077479,917.2533177959881,589.2955180169914,510933.2396096446,714.7959426365294,0,20110.24560546875,1
0.1,5,32,1,1105.0579158968378,1927373.020004316,1388.2986062098873,2377.417722503921,5895184.470930211,2428.0000969790367,0,19411.011962890625,2
0.1,5,32,1,547.3543731923287,500853.97385958076,707.7103742772044,620.3912782931321,570871.359502554,755.5602950807792,8,17932.89404296875,3
0.1,5,32,1,601.4926969288786,576100.5582438272,759.0128841092404,922.7064055204669,1075077.3115538908,1036.8593499380188,0,19394.5615234375,4
0.1,5,32,2,490.637992070873,418675.76937930984,647.0515971538204,365.02398890036835,261301.96989237366,511.1770435889836,0,26954.77978515625,1
0.1,5,32,2,1105.0286769894897,1927374.7276399608,1388.299221219965,2377.9288898488594,5898026.783503373,2428.5853461435886,0,27319.0185546875,2
0.1,5,32,2,596.8530395659152,586326.7269327871,765.7197443796177,288.32782364329853,198952.8254163466,446.04128218848376,0,27021.736328125,3
0.1,5,32,2,1039.837480579648,1657640.6036953917,1287.4939237508625,1877.6159045333886,3722501.1830198704,1929.378444738064,7,23101.345458984375,4
0.1,5,32,3,1104.5127753677514,1927589.2388900337,1388.3764759207186,2390.251283578066,5957421.281734178,2440.782923927111,0,33777.58154296875,1
0.1,5,32,3,594.6550655502314,598961.6268136974,773.9261119859552,327.77169785079013,248807.99153604283,498.80656725432436,9,33783.402587890625,2
0.1,5,32,3,1109.6588663264877,1930730.8042741339,1389.5073962646381,2321.984412811074,5632701.831582594,2373.3313783756776,0,33861.110107421875,3
0.1,5,32,3,1159.6118789176428,2019694.8439758047,1421.159682785789,2091.5871443987644,4610624.097290482,2147.236385983267,0,35040.22119140625,4
0.1,5,64,0,660.6743849506869,707807.5693179084,841.3130031789051,400.89727156939165,229948.27109290898,479.52921818478274,0,8415.4365234375,1
0.1,5,64,0,685.0933712793251,721164.9499817188,849.2143133401125,540.3040327260871,449009.97921768564,670.0820690166881,0,9033.49169921875,2
0.1,5,64,0,634.274863843765,668481.7228878073,817.6073158233158,648.1218628357592,667877.4360418437,817.23768638129,7,7406.848388671875,3
0.1,5,64,0,694.5245067261181,793124.558395832,890.5754085959436,336.2421257038082,205944.335428718,453.8109027212965,0,8314.082763671875,4
0.1,5,64,1,570.312731459609,556573.0518191622,746.0382375047288,418.09821711127614,266315.46097122494,516.057614003732,0,14615.041259765625,1
0.1,5,64,1,588.6552399625944,573406.8773267402,757.2363417894971,581.0077849963166,472789.9485935761,687.5972284656011,6,11825.1474609375,2
