double_LSTM,sequence_size,epoches,batch_size,trainScoreMAE,trainScoreMSE,trainScoreRMSE,testScoreMAE,testScoreMSE,testScoreRMSE,start_time,end_time
FALSE,15,7,64,293.6290869,86218.04066,293.6290869,679.583865,461834.2296,679.583865,1.68E+12,1.68E+12
FALSE,15,7,64,289.3464991,83721.39652,289.3464991,60.93689237,3713.304852,60.93689237,1.68E+12,1.68E+12
FALSE,15,8,16,92.5330225,8562.360253,92.5330225,146.36926,21423.96026,146.36926,1.68E+12,1.68E+12
FALSE,15,8,16,73.28240719,5370.311203,73.28240719,95.69079862,9156.728941,95.69079862,1.68E+12,1.68E+12
FALSE,15,8,16,231.9005713,53777.87495,231.9005713,176.1873807,31041.9931,176.1873807,1.68E+12,1.68E+12
FALSE,15,8,16,300.8292822,90498.25702,300.8292822,264.9417752,70194.14424,264.9417752,1.68E+12,1.68E+12
FALSE,15,8,16,184.8839697,34182.08225,184.8839697,25.58044706,654.3592719,25.58044706,1.68E+12,1.68E+12
FALSE,15,8,32,276.7273584,76578.03091,276.7273584,260.3367947,67775.24668,260.3367947,1.68E+12,1.68E+12
FALSE,15,8,32,12.31561031,151.6742574,12.31561031,174.1512478,30328.65713,174.1512478,1.68E+12,1.68E+12
FALSE,15,8,32,386.6105322,149467.7036,386.6105322,311.5667752,97073.8554,311.5667752,1.68E+12,1.68E+12
FALSE,15,8,32,686.9871241,471951.3086,686.9871241,245.2925998,60168.45952,245.2925998,1.68E+12,1.68E+12
FALSE,15,8,32,444.7888819,197837.1494,444.7888819,229.3414279,52597.49057,229.3414279,1.68E+12,1.68E+12
FALSE,15,8,64,299.9675928,89980.55674,299.9675928,102.06824,10417.92562,102.06824,1.68E+12,1.68E+12
FALSE,15,8,64,210.1121241,44147.10468,210.1121241,38.83703341,1508.315164,38.83703341,1.68E+12,1.68E+12
FALSE,15,8,64,215.5603662,46466.2715,215.5603662,177.2611111,31421.50152,177.2611111,1.68E+12,1.68E+12
FALSE,15,8,64,91.48517094,8369.536501,91.48517094,167.3826932,28016.96597,167.3826932,1.68E+12,1.68E+12
FALSE,15,8,64,441.3259912,194768.6306,441.3259912,39.61095919,1569.028088,39.61095919,1.68E+12,1.68E+12
FALSE,15,9,16,314.9386572,99186.35779,314.9386572,49.92370878,2492.376698,49.92370878,1.68E+12,1.68E+12
FALSE,15,9,16,80.37872562,6460.739533,80.37872562,122.5577365,15020.39878,122.5577365,1.68E+12,1.68E+12
FALSE,15,9,16,332.2775244,110408.3532,332.2775244,23.17077909,536.8850038,23.17077909,1.68E+12,1.68E+12
FALSE,15,9,16,110.0968603,12121.31865,110.0968603,8.257931844,68.19343834,8.257931844,1.68E+12,1.68E+12
FALSE,15,9,16,81.75701656,6684.209757,81.75701656,5.763791219,33.22128921,5.763791219,1.68E+12,1.68E+12
FALSE,15,9,32,149.4685694,22340.85323,149.4685694,188.0950955,35379.76495,188.0950955,1.68E+12,1.68E+12
FALSE,15,9,32,75.49981937,5700.222726,75.49981937,153.4381076,23543.25287,153.4381076,1.68E+12,1.68E+12
FALSE,15,9,32,245.3884912,60215.51164,245.3884912,142.1456272,20205.37932,142.1456272,1.68E+12,1.68E+12
FALSE,15,9,32,81.15021,6585.356583,81.15021,21.60876737,466.9388275,21.60876737,1.68E+12,1.68E+12
FALSE,15,9,32,47.17169437,2225.16875,47.17169437,83.6575955,6998.593285,83.6575955,1.68E+12,1.68E+12
FALSE,15,9,64,407.1873194,165801.5131,407.1873194,49.60730253,2460.884464,49.60730253,1.68E+12,1.68E+12
FALSE,15,9,64,314.6062647,98977.10178,314.6062647,145.2821072,21106.89068,145.2821072,1.68E+12,1.68E+12
FALSE,15,9,64,544.5691553,296555.5649,544.5691553,46.20300566,2134.717732,46.20300566,1.68E+12,1.68E+12
FALSE,15,9,64,219.3992334,48136.02363,219.3992334,227.7366971,51864.00319,227.7366971,1.68E+12,1.68E+12
FALSE,15,9,64,508.6756006,258750.8667,508.6756006,17.07140841,291.432985,17.07140841,1.68E+12,1.68E+12
FALSE,15,10,16,195.0411963,38041.06823,195.0411963,5.986208781,35.83469557,5.986208781,1.68E+12,1.68E+12
FALSE,15,10,16,199.7726416,39909.10832,199.7726416,26.66931425,711.2523226,26.66931425,1.68E+12,1.68E+12
FALSE,15,10,16,402.2951025,161841.3495,402.2951025,162.6868924,26467.02495,162.6868924,1.68E+12,1.68E+12
FALSE,15,10,16,457.9083838,209680.0879,457.9083838,169.0472439,28576.97068,169.0472439,1.68E+12,1.68E+12
FALSE,15,10,16,185.3742041,34363.59553,185.3742041,183.1302517,33536.68911,183.1302517,1.68E+12,1.68E+12
FALSE,15,10,32,61.58611813,3792.849946,61.58611813,294.8211697,86919.52211,294.8211697,1.68E+12,1.68E+12
FALSE,15,10,32,16.57501469,274.7311119,16.57501469,7.827267781,61.26612092,7.827267781,1.68E+12,1.68E+12
FALSE,15,10,32,3.559750938,12.67182674,3.559750938,40.72179903,1658.264916,40.72179903,1.68E+12,1.68E+12
FALSE,15,10,32,197.4558741,38988.8222,197.4558741,28.38952909,805.9653622,28.38952909,1.68E+12,1.68E+12
FALSE,15,10,32,29.46856937,868.396581,29.46856937,135.0235568,18231.3609,135.0235568,1.68E+12,1.68E+12
FALSE,15,10,64,394.2146631,155405.2006,394.2146631,122.7298611,15062.61881,122.7298611,1.68E+12,1.68E+12
FALSE,15,10,64,264.6052881,70015.9585,264.6052881,209.2679471,43793.07367,209.2679471,1.68E+12,1.68E+12
FALSE,15,10,64,19.19354,368.3919777,19.19354,351.0296658,123221.8263,351.0296658,1.68E+12,1.68E+12
FALSE,15,10,64,428.3982569,183525.0665,428.3982569,26.85730253,721.3146993,26.85730253,1.68E+12,1.68E+12
FALSE,15,10,64,346.8347803,120294.3648,346.8347803,169.2288846,28638.41537,169.2288846,1.68E+12,1.68E+12
FALSE,20,5,16,439.6155241,193261.809,439.6155241,73.26548109,5367.83072,73.26548109,1.68E+12,1.68E+12
FALSE,20,5,16,198.1165006,39250.14782,198.1165006,15.84096422,250.9361474,15.84096422,1.68E+12,1.68E+12
FALSE,20,5,16,387.2825162,149987.7474,387.2825162,125.6365748,15784.54894,125.6365748,1.68E+12,1.68E+12
FALSE,20,5,16,389.7659147,151917.4683,389.7659147,76.77016344,5893.657994,76.77016344,1.68E+12,1.68E+12
FALSE,20,5,16,538.8909147,290403.4179,538.8909147,12.05287828,145.2718749,12.05287828,1.68E+12,1.68E+12
FALSE,20,5,32,1004.422165,1008863.885,1004.422165,144.1136256,20768.73709,144.1136256,1.68E+12,1.68E+12
FALSE,20,5,32,527.512985,278269.9493,527.512985,183.5226048,33680.54649,183.5226048,1.68E+12,1.68E+12
FALSE,20,5,32,637.0852506,405877.6166,637.0852506,75.25356187,5663.098575,75.25356187,1.68E+12,1.68E+12
FALSE,20,5,32,705.4563444,497668.6538,705.4563444,44.02671156,1938.351331,44.02671156,1.68E+12,1.68E+12
FALSE,20,5,32,410.3108366,168354.9826,410.3108366,57.18031969,3269.58896,57.18031969,1.68E+12,1.68E+12
FALSE,20,5,64,537.7747037,289201.632,537.7747037,51.59340562,2661.879504,51.59340562,1.68E+12,1.68E+12
FALSE,20,5,64,391.8782194,153568.5388,391.8782194,242.6023952,58855.92214,242.6023952,1.68E+12,1.68E+12
FALSE,20,5,64,629.3137662,396035.8164,629.3137662,117.7630397,13868.13352,117.7630397,1.68E+12,1.68E+12
FALSE,20,5,64,523.2717741,273813.3495,523.2717741,300.5296413,90318.06527,300.5296413,1.68E+12,1.68E+12
FALSE,20,5,64,388.6311491,151034.17,388.6311491,20.86781969,435.4658985,20.86781969,1.68E+12,1.68E+12
FALSE,20,6,16,303.8498991,92324.76116,303.8498991,30.04575453,902.7473654,30.04575453,1.68E+12,1.68E+12
FALSE,20,6,16,283.7649381,80522.54011,283.7649381,5.858054062,34.3167974,5.858054062,1.68E+12,1.68E+12
FALSE,20,6,16,454.9680631,206995.9385,454.9680631,21.20766344,449.7649885,21.20766344,1.68E+12,1.68E+12
FALSE,20,6,16,357.794235,128016.7146,357.794235,123.2918483,15200.87985,123.2918483,1.68E+12,1.68E+12
FALSE,20,6,16,443.9885709,197125.8511,443.9885709,69.86977281,4881.785153,69.86977281,1.68E+12,1.68E+12
FALSE,20,6,32,371.1770475,137772.4006,371.1770475,77.97475328,6080.062149,77.97475328,1.68E+12,1.68E+12
FALSE,20,6,32,566.2815397,320674.7822,566.2815397,218.3873509,47693.03505,218.3873509,1.68E+12,1.68E+12
FALSE,20,6,32,630.8791959,398008.5599,630.8791959,195.0301295,38036.75142,195.0301295,1.68E+12,1.68E+12
FALSE,20,6,32,427.9495084,183140.7818,427.9495084,97.74721422,9554.517888,97.74721422,1.68E+12,1.68E+12
FALSE,20,6,32,497.6829069,247688.2758,497.6829069,18.51772203,342.9060292,18.51772203,1.68E+12,1.68E+12
FALSE,20,6,64,1115.034469,1243301.868,1115.034469,101.0706569,10215.27768,101.0706569,1.68E+12,1.68E+12
FALSE,20,6,64,608.6233366,370422.3658,608.6233366,160.7459498,25839.26039,160.7459498,1.68E+12,1.68E+12
FALSE,20,6,64,919.1565397,844848.7445,919.1565397,140.5687038,19759.56047,140.5687038,1.68E+12,1.68E+12
FALSE,20,6,64,771.2707975,594858.6431,771.2707975,211.8860866,44895.71368,211.8860866,1.68E+12,1.68E+12
FALSE,20,6,64,484.9875944,235212.9667,484.9875944,179.9720241,32389.92945,179.9720241,1.68E+12,1.68E+12
FALSE,20,7,16,192.8928678,37207.65845,192.8928678,29.38364516,863.3986027,29.38364516,1.68E+12,1.68E+12
FALSE,20,7,16,170.7131803,29142.98993,170.7131803,102.8429173,10576.66565,102.8429173,1.68E+12,1.68E+12
FALSE,20,7,16,489.6741178,239780.7417,489.6741178,11.44809828,131.0589543,11.44809828,1.68E+12,1.68E+12
FALSE,20,7,16,22.60185219,510.8437223,22.60185219,175.7239772,30878.91616,175.7239772,1.68E+12,1.68E+12
FALSE,20,7,16,195.4690397,38208.14548,195.4690397,23.32016859,543.8302632,23.32016859,1.68E+12,1.68E+12
FALSE,20,7,32,541.5500944,293276.5047,541.5500944,3.04067125,9.245681651,3.04067125,1.68E+12,1.68E+12
FALSE,20,7,32,87.97978187,7740.442019,87.97978187,108.4342259,11757.98135,108.4342259,1.68E+12,1.68E+12
FALSE,20,7,32,783.9553678,614586.0187,783.9553678,23.60874281,557.3727372,23.60874281,1.68E+12,1.68E+12
FALSE,20,7,32,717.794235,515228.5638,717.794235,50.20884047,2520.927661,50.20884047,1.68E+12,1.68E+12
FALSE,20,7,32,507.6516569,257710.2047,507.6516569,110.2356959,12151.90866,110.2356959,1.68E+12,1.68E+12
FALSE,20,7,64,384.1077116,147538.7341,384.1077116,96.6070775,9332.927423,96.6070775,1.68E+12,1.68E+12
FALSE,20,7,64,519.7307584,270120.0613,519.7307584,22.07505141,487.3078946,22.07505141,1.68E+12,1.68E+12
FALSE,20,7,64,307.3176725,94444.15183,307.3176725,137.7603978,18977.92721,137.7603978,1.68E+12,1.68E+12
FALSE,20,7,64,856.9954069,734441.1274,856.9954069,160.5462428,25775.09608,160.5462428,1.68E+12,1.68E+12
FALSE,20,7,64,555.1731412,308217.2168,555.1731412,21.77944078,474.3440407,21.77944078,1.68E+12,1.68E+12
FALSE,20,8,16,33.17353844,1100.483652,33.17353844,70.99253188,5039.939582,70.99253188,1.68E+12,1.68E+12
FALSE,20,8,16,131.7434537,17356.33761,131.7434537,146.4649877,21451.99261,146.4649877,1.68E+12,1.68E+12
FALSE,20,8,16,311.2248991,96860.9378,311.2248991,17.77944078,316.1085145,17.77944078,1.68E+12,1.68E+12
FALSE,20,8,16,321.6995084,103490.5737,321.6995084,5.196145156,26.99992448,5.196145156,1.68E+12,1.68E+12
FALSE,20,8,16,250.4846647,62742.56724,250.4846647,2.39614,5.7414869,2.39614,1.68E+12,1.68E+12
FALSE,20,8,32,271.3127897,73610.62985,271.3127897,29.15785875,850.1807269,29.15785875,1.68E+12,1.68E+12
FALSE,20,8,32,407.4387662,166006.3482,407.4387662,69.23158922,4793.012946,69.23158922,1.68E+12,1.68E+12
FALSE,20,8,32,511.9495084,262092.2992,511.9495084,23.98989,575.5148222,23.98989,1.68E+12,1.68E+12
FALSE,20,8,32,303.3938444,92047.8248,303.3938444,165.8772975,27515.27783,165.8772975,1.68E+12,1.68E+12
FALSE,20,8,32,274.3069303,75244.29202,274.3069303,3.901022812,15.21797898,3.901022812,1.68E+12,1.68E+12
FALSE,20,8,64,604.1331022,364976.8052,604.1331022,262.9261256,69130.14754,262.9261256,1.68E+12,1.68E+12
FALSE,20,8,64,970.9241178,942693.6425,970.9241178,1.286276719,1.654507797,1.286276719,1.68E+12,1.68E+12
FALSE,20,8,64,575.4856412,331183.7233,575.4856412,18.42055406,339.316812,18.42055406,1.68E+12,1.68E+12
FALSE,20,8,64,588.8323209,346723.5022,588.8323209,31.86850844,1015.60183,31.86850844,1.68E+12,1.68E+12
FALSE,20,8,64,925.5481412,856639.3618,925.5481412,234.8152858,55138.21844,234.8152858,1.68E+12,1.68E+12
FALSE,20,9,16,68.02958656,4628.024648,68.02958656,83.43617906,6961.595977,83.43617906,1.68E+12,1.68E+12
FALSE,20,9,16,57.52958656,3309.65333,57.52958656,3.722800156,13.859241,3.722800156,1.68E+12,1.68E+12
FALSE,20,9,16,279.3870084,78057.10048,279.3870084,132.2972194,17502.55425,132.2972194,1.68E+12,1.68E+12
FALSE,20,9,16,82.69892906,6839.112868,82.69892906,91.36586656,8347.721573,91.36586656,1.68E+12,1.68E+12
FALSE,20,9,16,189.8606412,36047.0631,189.8606412,109.3279811,11952.60745,109.3279811,1.68E+12,1.68E+12
FALSE,20,9,32,528.8469694,279679.117,528.8469694,3.688620469,13.60592096,3.688620469,1.68E+12,1.68E+12
FALSE,20,9,32,476.7151334,227257.3184,476.7151334,49.87925063,2487.939643,49.87925063,1.68E+12,1.68E+12
FALSE,20,9,32,325.3401334,105846.2024,325.3401334,3.011862656,9.07131666,3.011862656,1.68E+12,1.68E+12
FALSE,20,9,32,412.3010709,169992.1731,412.3010709,34.71303453,1204.994766,34.71303453,1.68E+12,1.68E+12
FALSE,20,9,32,527.0237272,277754.009,527.0237272,175.7713405,30895.56413,175.7713405,1.68E+12,1.68E+12
FALSE,20,9,64,528.8694303,279702.8743,528.8694303,19.86216078,394.5054309,19.86216078,1.68E+12,1.68E+12
FALSE,20,9,64,412.4915006,170149.2381,412.4915006,36.31215562,1318.572646,36.31215562,1.68E+12,1.68E+12
FALSE,20,9,64,367.1965787,134833.3274,367.1965787,55.21742906,3048.964472,55.21742906,1.68E+12,1.68E+12
FALSE,20,9,64,785.0872037,616361.9175,785.0872037,65.26401625,4259.391817,65.26401625,1.68E+12,1.68E+12
FALSE,20,9,64,425.5881803,181125.2992,425.5881803,187.2325658,35056.03369,187.2325658,1.68E+12,1.68E+12
FALSE,20,10,16,10.91728187,119.1870435,10.91728187,202.5221166,41015.2077,202.5221166,1.68E+12,1.68E+12
FALSE,20,10,16,98.30595375,9664.060543,98.30595375,96.06089125,9227.694828,96.06089125,1.68E+12,1.68E+12
FALSE,20,10,16,68.47236656,4688.464983,68.47236656,15.67250719,245.6274815,15.67250719,1.68E+12,1.68E+12
FALSE,20,10,16,292.2463834,85407.94863,292.2463834,198.1180202,39250.74991,198.1180202,1.68E+12,1.68E+12
FALSE,20,10,16,103.1750944,10645.1001,103.1750944,9.601906875,92.19661564,9.601906875,1.68E+12,1.68E+12
FALSE,20,10,32,1.204788438,1.451515179,1.204788438,132.2384252,17487.00109,132.2384252,1.68E+12,1.68E+12
FALSE,20,10,32,436.7375944,190739.7263,436.7375944,54.85561266,3009.13824,54.85561266,1.68E+12,1.68E+12
FALSE,20,10,32,271.2512662,73577.24944,271.2512662,94.35776625,8903.388052,94.35776625,1.68E+12,1.68E+12
FALSE,20,10,32,451.1926725,203574.8277,451.1926725,150.2449733,22573.552,150.2449733,1.68E+12,1.68E+12
FALSE,20,10,32,400.1584928,160126.8194,400.1584928,120.1812962,14443.54397,120.1812962,1.68E+12,1.68E+12
FALSE,20,10,64,414.40361,171730.352,414.40361,38.71714125,1499.017027,38.71714125,1.68E+12,1.68E+12
FALSE,20,10,64,925.3332975,856241.7115,925.3332975,291.6097194,85036.22843,291.6097194,1.68E+12,1.68E+12
FALSE,20,10,64,493.6672819,243707.3852,493.6672819,71.31626234,5086.009275,71.31626234,1.68E+12,1.68E+12
FALSE,20,10,64,505.1614225,255188.0628,505.1614225,54.69692125,2991.753194,54.69692125,1.68E+12,1.68E+12
FALSE,20,10,64,570.7063444,325705.7315,570.7063444,120.8553248,14606.00954,120.8553248,1.68E+12,1.68E+12
FALSE,25,5,16,588.9883588,346907.2867,588.9883588,83.58073787,6985.739744,83.58073787,1.68E+12,1.68E+12
FALSE,25,5,16,169.6895306,28794.5368,169.6895306,76.25749569,5815.205649,76.25749569,1.68E+12,1.68E+12
FALSE,25,5,16,118.5362103,14050.83316,118.5362103,47.44450741,2250.981283,47.44450741,1.68E+12,1.68E+12
FALSE,25,5,16,309.47664,95775.79071,309.47664,53.80681209,2895.173028,53.80681209,1.68E+12,1.68E+12
FALSE,25,5,16,46.56648375,2168.437409,46.56648375,117.8771246,13895.0165,117.8771246,1.68E+12,1.68E+12
FALSE,25,5,32,277.9239056,77241.69732,277.9239056,308.1940191,94983.55342,308.1940191,1.68E+12,1.68E+12
FALSE,25,5,32,94.90925719,9007.7671,94.90925719,13.92658634,193.9498072,13.92658634,1.68E+12,1.68E+12
FALSE,25,5,32,184.8848431,34182.40522,184.8848431,89.15007381,7947.735661,89.15007381,1.68E+12,1.68E+12
FALSE,25,5,32,229.6709759,52748.75719,229.6709759,51.53059025,2655.401732,51.53059025,1.68E+12,1.68E+12
FALSE,25,5,32,194.3116009,37756.99826,194.3116009,62.5748785,3915.615419,62.5748785,1.68E+12,1.68E+12
FALSE,25,5,64,544.3622272,296330.2344,544.3622272,102.7921637,10566.22891,102.7921637,1.68E+12,1.68E+12
FALSE,25,5,64,377.4315631,142454.5848,377.4315631,256.8331793,65963.28198,256.8331793,1.68E+12,1.68E+12
FALSE,25,5,64,311.4657428,97010.90895,311.4657428,177.6808355,31570.47932,177.6808355,1.68E+12,1.68E+12
FALSE,25,5,64,406.9649213,165620.4471,406.9649213,85.16472225,7253.029916,85.16472225,1.68E+12,1.68E+12
FALSE,25,5,64,46.79011656,2189.315008,46.79011656,164.7864496,27154.57398,164.7864496,1.68E+12,1.68E+12
FALSE,25,6,16,419.0567181,175608.533,419.0567181,22.83220272,521.309481,22.83220272,1.68E+12,1.68E+12
FALSE,25,6,16,349.8106244,122367.4729,349.8106244,17.77653866,316.0053266,17.77653866,1.68E+12,1.68E+12
FALSE,25,6,16,32.4532025,1053.210353,32.4532025,54.64616756,2986.203629,54.64616756,1.68E+12,1.68E+12
FALSE,25,6,16,296.9190228,88160.90611,296.9190228,16.24040584,263.750782,16.24040584,1.68E+12,1.68E+12
FALSE,25,6,16,6.896561875,47.5625657,6.896561875,214.4620855,45993.98613,214.4620855,1.68E+12,1.68E+12
FALSE,25,6,32,537.8936322,289329.5595,537.8936322,104.3038824,10879.29989,104.3038824,1.68E+12,1.68E+12
FALSE,25,6,32,172.1151569,29623.62723,172.1151569,222.7604254,49622.20711,222.7604254,1.68E+12,1.68E+12
FALSE,25,6,32,297.9053509,88747.59812,297.9053509,26.776684,716.990806,26.776684,1.68E+12,1.68E+12
FALSE,25,6,32,304.9082806,92969.05959,304.9082806,203.3587153,41354.76707,203.3587153,1.68E+12,1.68E+12
FALSE,25,6,32,389.8028119,151946.2321,389.8028119,70.29997616,4942.086648,70.29997616,1.68E+12,1.68E+12
FALSE,25,6,64,30.93269469,956.8316006,30.93269469,75.74577694,5737.422724,75.74577694,1.68E+12,1.68E+12
FALSE,25,6,64,559.3749225,312900.3039,559.3749225,286.317066,81977.46228,286.317066,1.68E+12,1.68E+12
FALSE,25,6,64,423.5341022,179381.1357,423.5341022,1.514476969,2.293640489,1.514476969,1.68E+12,1.68E+12
FALSE,25,6,64,389.10164,151400.0863,389.10164,52.93635197,2802.25736,52.93635197,1.68E+12,1.68E+12
FALSE,25,6,64,105.4434369,11118.31838,105.4434369,53.45671444,2857.620318,53.45671444,1.68E+12,1.68E+12
FALSE,25,7,16,307.2461713,94400.20975,307.2461713,56.33234806,3173.333438,56.33234806,1.68E+12,1.68E+12
FALSE,25,7,16,511.3116009,261439.5533,511.3116009,115.9114496,13435.46415,115.9114496,1.68E+12,1.68E+12
FALSE,25,7,16,242.16414,58643.4707,242.16414,29.41228084,865.0822644,29.41228084,1.68E+12,1.68E+12
FALSE,25,7,16,292.3223431,85452.35229,292.3223431,157.5374262,24818.04065,157.5374262,1.68E+12,1.68E+12
FALSE,25,7,16,285.9092572,81744.10335,285.9092572,166.2550543,27640.74307,166.2550543,1.68E+12,1.68E+12
FALSE,25,7,32,22.49113344,505.8510833,22.49113344,335.4952887,112557.0887,335.4952887,1.68E+12,1.68E+12
FALSE,25,7,32,7.665116563,58.75401192,7.665116563,17.62517147,310.6466693,17.62517147,1.68E+12,1.68E+12
FALSE,25,7,32,546.4639447,298622.8428,546.4639447,3.015453531,9.092959999,3.015453531,1.68E+12,1.68E+12
FALSE,25,7,32,172.5059369,29758.29826,172.5059369,47.91423397,2295.773817,47.91423397,1.68E+12,1.68E+12
FALSE,25,7,32,534.2178509,285388.7123,534.2178509,69.64958553,4851.064765,69.64958553,1.68E+12,1.68E+12
FALSE,25,7,64,603.2051556,363856.4598,603.2051556,114.1746332,13035.84687,114.1746332,1.68E+12,1.68E+12
FALSE,25,7,64,6.268477187,39.29380625,6.268477187,243.8702887,59472.71769,243.8702887,1.68E+12,1.68E+12
FALSE,25,7,64,19.82917906,393.1963423,19.82917906,67.11589412,4504.543244,67.11589412,1.68E+12,1.68E+12
FALSE,25,7,64,125.9042194,15851.87246,125.9042194,206.0265387,42446.93463,206.0265387,1.68E+12,1.68E+12
FALSE,25,7,64,359.2383588,129052.1984,359.2383588,96.26481991,9266.915552,96.26481991,1.68E+12,1.68E+12
FALSE,25,8,16,309.6221478,95865.87442,309.6221478,108.4573481,11762.99635,108.4573481,1.68E+12,1.68E+12
FALSE,25,8,16,299.2432416,89546.51762,299.2432416,189.2096441,35800.28943,189.2096441,1.68E+12,1.68E+12
FALSE,25,8,16,607.0791791,368545.1297,607.0791791,16.49250431,272.0026985,16.49250431,1.68E+12,1.68E+12
FALSE,25,8,16,22.70124938,515.3467232,22.70124938,140.2726324,19676.4114,140.2726324,1.68E+12,1.68E+12
FALSE,25,8,16,79.5467975,6327.692993,79.5467975,139.7916754,19541.7125,139.7916754,1.68E+12,1.68E+12
FALSE,25,8,32,127.2518756,16193.03985,127.2518756,74.43913631,5541.185015,74.43913631,1.68E+12,1.68E+12
FALSE,25,8,32,351.8975384,123831.8776,351.8975384,8.738452719,76.36055592,8.738452719,1.68E+12,1.68E+12
FALSE,25,8,32,317.1612103,100591.2333,317.1612103,180.5822027,32609.93194,180.5822027,1.68E+12,1.68E+12
FALSE,25,8,32,98.3594525,9674.581896,98.3594525,92.87468319,8625.706777,92.87468319,1.68E+12,1.68E+12
FALSE,25,8,32,499.7627728,249762.8291,499.7627728,107.1214106,11474.9966,107.1214106,1.68E+12,1.68E+12
FALSE,25,8,64,454.5528119,206618.2588,454.5528119,0.381030844,0.145184504,0.381030844,1.68E+12,1.68E+12
FALSE,25,8,64,571.9785931,327159.511,571.9785931,155.6168707,24216.61044,155.6168707,1.68E+12,1.68E+12
FALSE,25,8,64,485.0567181,235280.0198,485.0567181,118.8126715,14116.4509,118.8126715,1.68E+12,1.68E+12
FALSE,25,8,64,270.1758588,72994.99465,270.1758588,21.62873478,467.8021682,21.62873478,1.68E+12,1.68E+12
FALSE,25,8,64,113.3592975,12850.33033,113.3592975,98.94597225,9790.305424,98.94597225,1.68E+12,1.68E+12
FALSE,25,9,16,472.0528119,222833.8572,472.0528119,133.542309,17833.54829,133.542309,1.68E+12,1.68E+12
FALSE,25,9,16,352.0811322,123961.1236,352.0811322,48.09504338,2313.133197,48.09504338,1.68E+12,1.68E+12
FALSE,25,9,16,457.5713666,209371.5555,457.5713666,62.72443791,3934.355111,62.72443791,1.68E+12,1.68E+12
FALSE,25,9,16,524.0117963,274588.3626,524.0117963,9.751781656,95.09724547,9.751781656,1.68E+12,1.68E+12
FALSE,25,9,16,308.1190631,94937.35706,308.1190631,13.42023869,180.1028064,13.42023869,1.68E+12,1.68E+12
FALSE,25,9,32,260.6436322,67935.103,260.6436322,20.12092228,404.8515134,20.12092228,1.68E+12,1.68E+12
FALSE,25,9,32,330.1436322,108994.8179,330.1436322,138.520191,19187.84331,138.520191,1.68E+12,1.68E+12
FALSE,25,9,32,277.3682416,76933.14143,277.3682416,88.43327694,7820.44447,88.43327694,1.68E+12,1.68E+12
FALSE,25,9,32,10.37605406,107.6624979,10.37605406,11.44548397,130.9991033,11.44548397,1.68E+12,1.68E+12
FALSE,25,9,32,586.3526166,343809.3909,586.3526166,75.97150822,5771.670061,75.97150822,1.68E+12,1.68E+12
FALSE,25,9,64,421.2129681,177420.3645,421.2129681,42.07146053,1770.007791,42.07146053,1.68E+12,1.68E+12
FALSE,25,9,64,493.2041791,243250.3622,493.2041791,152.3776129,23218.93691,152.3776129,1.68E+12,1.68E+12
FALSE,25,9,64,395.9502728,156776.6185,395.9502728,44.07648869,1942.736855,44.07648869,1.68E+12,1.68E+12
FALSE,25,9,64,402.0782025,161666.8809,402.0782025,89.13786678,7945.559294,89.13786678,1.68E+12,1.68E+12
FALSE,25,9,64,230.6465619,53197.8365,230.6465619,87.54509334,7664.143369,87.54509334,1.68E+12,1.68E+12
FALSE,25,10,16,270.4658978,73151.80188,270.4658978,96.29768009,9273.243191,96.29768009,1.68E+12,1.68E+12
FALSE,25,10,16,444.8682416,197907.7524,444.8682416,113.5665777,12897.36757,113.5665777,1.68E+12,1.68E+12
FALSE,25,10,16,232.6094525,54107.15739,232.6094525,96.23649959,9261.463854,96.23649959,1.68E+12,1.68E+12
FALSE,25,10,16,513.2373822,263412.6105,513.2373822,2.980640219,8.884216114,2.980640219,1.68E+12,1.68E+12
FALSE,25,10,16,537.7949994,289223.4614,537.7949994,72.95622616,5322.610935,72.95622616,1.68E+12,1.68E+12
FALSE,25,10,32,345.6074994,119444.5436,345.6074994,97.97282772,9598.674971,97.97282772,1.68E+12,1.68E+12
FALSE,25,10,32,5.62882875,31.6837131,5.62882875,91.86735897,8439.611644,91.86735897,1.68E+12,1.68E+12
FALSE,25,10,32,512.7295697,262891.6116,512.7295697,19.86735897,394.7119524,19.86735897,1.68E+12,1.68E+12
FALSE,25,10,32,376.9317181,142077.5201,376.9317181,57.70036678,3329.332327,57.70036678,1.68E+12,1.68E+12
FALSE,25,10,32,60.21183656,3625.465262,60.21183656,156.8961676,24616.4074,156.8961676,1.68E+12,1.68E+12
FALSE,25,10,64,423.6270306,179459.8611,423.6270306,132.3937262,17528.09873,132.3937262,1.68E+12,1.68E+12
FALSE,25,10,64,272.2832806,74138.18491,272.2832806,179.0773199,32068.6865,179.0773199,1.68E+12,1.68E+12
FALSE,25,10,64,195.7412884,38314.652,195.7412884,18.68684025,349.1979985,18.68684025,1.68E+12,1.68E+12
FALSE,25,10,64,248.117265,61562.17719,248.117265,103.4513433,10702.18044,103.4513433,1.68E+12,1.68E+12
FALSE,25,10,64,349.6162884,122231.5491,349.6162884,77.83674259,6058.558498,77.83674259,1.68E+12,1.68E+12
TRUE,5,5,16,1295.509683,1678345.338,1295.509683,69.70801813,4859.207791,69.70801813,1.68E+12,1.68E+12
TRUE,5,5,16,687.3718655,472480.0815,687.3718655,157.081065,24674.46098,157.081065,1.68E+12,1.68E+12
