sog,stw,head,wspeedms,wspeedbf,wdir,drafta,draftf,trim,me_power
12.4975,12.55903333,70.69208067,9.055247,5,84.28615667,18.35641667,18.04831667,-1.172,9785.3801
12.57563333,12.61587,70.79937467,9.232773333,5,84.53504433,18.36037333,18.04839333,-1.172,9809.233267
12.6137,12.66402,70.39534033,9.431738,5.013333333,84.52586933,18.36222,18.04913,-1.172,9831.665333
12.61556667,12.68544667,69.49773767,9.645302667,5.076666667,84.403822,18.363665,18.05030167,-1.172,9849.519633
12.6229,12.66320667,68.632073,9.862912333,5.176666667,84.25637233,18.36553667,18.05204833,-1.172,9863.0847
12.65576667,12.63498,67.71580967,10.09076467,5.276666667,84.13600933,18.36681833,18.05404667,-1.172,9876.180333
12.69688333,12.62180167,66.66599133,10.334347,5.376666667,84.055001,18.368625,18.05388833,-1.172,9884.020967
12.7192,12.60076333,65.61730333,10.58640033,5.476666667,83.96656633,18.36974667,18.05333333,-1.172,9892.5082
12.72793333,12.57641667,64.74856633,10.81805733,5.576666667,83.89183133,18.37058667,18.05343333,-1.149326667,9902.3431
12.75993333,12.55733,64.040033,11.017645,5.676666667,83.899288,18.37015333,18.05434667,-1.0824,9904.412267
12.8206,12.54962333,62.939169,11.18277233,5.77,84.12471367,18.36861333,18.05527833,-0.995655,9902.5964
12.88813333,12.54799,61.49010333,11.26133933,5.813333333,84.484085,18.36918,18.05599667,-0.91081,9908.073
12.95535,12.55895,60.703151,11.27496733,5.84,84.822677,18.37086833,18.05648167,-0.825033333,9908.779933
13.0027,12.57818333,60.70120267,11.25730967,5.816666667,85.12623333,18.36990667,18.05659,-0.73817,9904.375833
13.01943333,12.60538333,61.11447,11.21575867,5.716666667,85.410764,18.36922,18.056335,-0.651738333,9895.157067
13.0073,12.62307667,61.90400133,11.18741533,5.646666667,85.620096,18.36991333,18.05647,-0.56513,9885.916033
12.98425,12.63985833,62.95432067,11.174034,5.626666667,85.68316267,18.36870833,18.05639,-0.479138333,9876.2177
12.96806667,12.66908667,64.07584533,11.13656233,5.626666667,85.64604933,18.36776167,18.05534333,-0.394245,9863.1671
12.94426667,12.69232,64.93971967,11.08202567,5.626666667,85.538233,18.36665667,18.05486333,-0.331313333,9850.136067
12.89413333,12.70171333,65.55945433,11.03759467,5.626666667,85.417987,18.36618333,18.05385667,-0.312326667,9841.6822
12.82546667,12.69159333,66.14018867,10.99416367,5.633333333,85.33892,18.36624333,18.053165,-0.313078333,9841.1936
12.75773333,12.68561833,66.63468967,10.943446,5.646666667,85.18785733,18.36486333,18.05357333,-0.31129,9837.516767
12.69671667,12.69271,67.00680133,10.85879067,5.613333333,84.91570333,18.363435,18.05332167,-0.310113333,9828.6439
12.63203333,12.69975667,67.13454933,10.77159,5.573333333,84.683672,18.36271,18.05362667,-0.309083333,9818.1043
12.55196667,12.70004333,66.901417,10.70835033,5.573333333,84.53848367,18.36140333,18.05412167,-0.307281667,9812.2498
12.47103333,12.69769667,66.429416,10.62811167,5.543333333,84.523751,18.36015,18.0521,-0.30805,9809.563
12.4051,12.69431667,65.86280933,10.51165867,5.463333333,84.66348033,18.36113267,18.05022433,-0.310908333,9807.5485
12.35343333,12.69595667,65.31986567,10.386501,5.363333333,84.88450933,18.36216367,18.05002867,-0.312135,9805.047433
12.31596667,12.69596667,65.00541133,10.27455467,5.263333333,85.13569933,18.36095533,18.050142,-0.310813333,9808.147433
12.29996667,12.69555667,64.82863033,10.16158667,5.163333333,85.35394233,18.360022,18.05020867,-0.309813333,9815.4697
12.30663333,12.71817667,64.62889867,10.03813333,5.063333333,85.51253167,18.359802,18.04937533,-0.310426667,9812.529167
12.32303333,12.74345167,64.445399,9.951033333,5.006666667,85.63827,18.36013533,18.048242,-0.311893333,9807.136767
12.3385,12.75956667,64.244441,9.886273,5,85.61042133,18.35959533,18.04784533,-0.31175,9806.883867
12.36676667,12.77558,63.973644,9.782855667,5,85.37422167,18.359512,18.04696533,-0.312546667,9808.168767
12.40843333,12.79584667,63.64297033,9.652296,5,85.062196,18.36092367,18.04585533,-0.315068333,9805.952
12.4467,12.80861833,63.30248267,9.507839,5,84.72415833,18.36123533,18.04551033,-0.315725,9804.685433
12.4887,12.79681667,62.98141633,9.32684,4.953333333,84.25329333,18.35921933,18.04435267,-0.314866667,9813.3472
12.5451,12.76987,62.580371,9.116656667,4.856666667,83.631426,18.35698,18.043555,-0.313425,9828.926733
12.61663333,12.74410667,62.15375567,8.907300667,4.756666667,82.902812,18.35736,18.04211,-0.31525,9843.0261
12.69896667,12.72204333,61.83260167,8.693385,4.656666667,82.08825833,18.35764667,18.04025667,-0.31739,9853.709367
12.78036667,12.68504333,61.56073133,8.456804,4.556666667,81.14081867,18.35664667,18.03993,-0.316716667,9869.424667
12.86163333,12.63903,61.32832867,8.202606,4.456666667,79.97211567,18.35526,18.03917667,-0.316083333,9890.4372
12.96376667,12.59055667,61.22465433,7.981784333,4.356666667,78.736208,18.35575,18.03595833,-0.319791667,9912.435733
13.0923,12.53441,61.24331767,7.802735333,4.256666667,77.41025767,18.35551,18.03186333,-0.323646667,9938.0453
13.23951667,12.48828333,61.301788,7.638557,4.156666667,75.792316,18.354145,18.02826667,-0.325878333,9960.345633
13.3878,12.45677833,61.395678,7.495501667,4.056666667,73.52349467,18.35330667,18.02667167,-0.326635,9974.753933
13.51086667,12.43345333,61.51195333,7.403105333,4.003333333,70.81429933,18.353185,18.027285,-0.3259,9984.175533
13.60133333,12.4162,61.77067267,7.354310667,4,68.081198,18.35352667,18.02667833,-0.326848333,9990.2741
13.6646,12.40079333,62.29727367,7.319031333,4,65.28519867,18.35330667,18.02497,-0.328336667,9994.903767
13.70353333,12.38794,62.98301333,7.302823333,4,62.297567,18.35359333,18.02417667,-0.329416667,9997.947367
13.71763333,12.387525,63.692386,7.327557667,4,59.16854667,18.35368667,18.02320333,-0.330483333,9995.685433
13.712,12.38197,64.33255467,7.4019,4.036666667,56.244835,18.35406667,18.02100333,-0.333063333,9995.079467
13.70453333,12.36799667,64.784754,7.505367333,4.113333333,53.48161,18.35317667,18.02009167,-0.333085,9997.7929
13.68913333,12.36790333,64.872083,7.621626667,4.203333333,50.598838,18.35103333,18.02161333,-0.32942,9993.438533
13.64971667,12.36527667,64.65941267,7.750775333,4.303333333,47.67453867,18.349495,18.02462,-0.324875,9989.6939
13.6013,12.35912333,64.385675,7.881814333,4.403333333,45.25725567,18.34866,18.02606,-0.3226,9990.1213
13.55723333,12.35737667,64.13313767,8.014786,4.503333333,43.32734933,18.3469,18.02616333,-0.320736667,9991.443833
13.5083,12.35101667,63.99940567,8.166033,4.603333333,41.51059133,18.34380833,18.026395,-0.317413333,9992.122967
13.4547,12.34119667,63.77894267,8.351454333,4.703333333,39.78910133,18.340894,18.02750333,-0.313390567,9991.399133
13.39976667,12.32782333,63.387877,8.553310667,4.803333333,38.28931033,18.33800967,18.029095,-0.308914467,9992.059333
13.3614,12.30682667,63.10572433,8.744437667,4.903333333,37.03639267,18.33597133,18.03063333,-0.3053378,9997.5674
13.3511,12.29491,63.01404433,8.927470333,4.966666667,35.90738067,18.33343133,18.0336,-0.299831133,9999.711433
13.34183333,12.30155,63.11425167,9.129991,5.01,35.02145,18.33233133,18.03651333,-0.2958178,9992.935167
13.3301,12.31023667,63.53172767,9.372990667,5.06,34.54859867,18.33412467,18.03676667,-0.2973578,9986.1534
13.32583333,12.31697333,64.34453633,9.617739333,5.08,34.36629067,18.33544967,18.03604,-0.299409467,9983.6348
13.3275,12.32666667,65.39897467,9.835961667,5.08,34.27035167,18.336418,18.03625333,-0.300164467,9980.105667
13.33203333,12.34395667,66.45254567,10.04211233,5.1,34.173252,18.33742467,18.03591,-0.301514467,9969.767633
13.33363333,12.37039,67.25928467,10.24742467,5.17,34.00514633,18.33863633,18.03579167,-0.302844467,9956.2176
13.32003333,12.39466333,67.834285,10.43,5.27,33.81688167,18.33953067,18.03648333,-0.303047233,9943.844633
13.29416667,12.41553,68.274215,10.58943767,5.37,33.654451,18.339835,18.03621833,-0.303616667,9934.453633
13.25903333,12.438515,68.52193567,10.749137,5.47,33.48924667,18.34049333,18.03516667,-0.305326667,9925.205667
13.2151,12.45696667,68.66878567,10.95659267,5.57,33.25704133,18.34193333,18.03398,-0.307953333,9918.4236
13.16303333,12.47622667,68.76338167,11.19856267,5.65,32.867805,18.34124,18.03318,-0.30806,9914.2957
13.08823333,12.49358667,68.80684167,11.416651,5.71,32.21314567,18.33921333,18.03384,-0.305373333,9909.9851
13.00756667,12.50379667,68.71496767,11.63388233,5.79,31.44637133,18.33791333,18.03418667,-0.303726667,9905.3267
12.92996667,12.51302333,68.43379567,11.87326567,5.89,30.80395867,18.33605667,18.034325,-0.301731667,9902.075433
12.844,12.52146167,68.136358,12.13793367,5.97,30.34639133,18.334765,18.035145,-0.29962,9901.792633
12.7583,12.53348333,67.88875367,12.40462267,6,30.145614,18.33442,18.03567167,-0.298748333,9899.795533
12.6861,12.54131667,67.52295167,12.662262,6,30.14566633,18.33537833,18.034955,-0.300423333,9900.773
12.63381667,12.54269167,67.08846867,12.92385233,6.043333333,30.27589667,18.33608167,18.03404167,-0.30204,9904.520433
12.58726667,12.54589333,66.72897967,13.201075,6.136666667,30.56289467,18.33550167,18.03455167,-0.30095,9907.701733
12.5276,12.55476,66.30997367,13.45558733,6.236666667,31.08292733,18.33374667,18.03514,-0.298606667,9908.9503
12.45033333,12.54815333,65.80704067,13.66518433,6.336666667,31.819217,18.33294667,18.0356,-0.297346667,9914.021733
12.36706667,12.50812,65.29344467,13.86053,6.436666667,32.87332567,18.33404667,18.03524667,-0.2988,9933.0886
12.27513333,12.45876667,64.77378033,14.07630733,6.536666667,34.05938667,18.33422667,18.03379333,-0.300433333,9955.970033
12.15946667,12.38793333,64.12797967,14.35311467,6.636666667,35.041258,18.33413667,18.03324167,-0.300895,9966.385433
12.0387,12.282385,63.37391133,14.676352,6.736666667,35.833634,18.33438167,18.03306833,-0.301313333,9970.585033
11.93766667,12.15659667,62.60110767,14.99109067,6.836666667,36.58986467,18.33424667,18.03186167,-0.302385,9982.086133
11.85026667,12.03088333,61.997235,15.27522,6.936666667,37.41814733,18.332315,18.03083167,-0.301483333,9993.8065
11.75815,11.905235,61.57057833,15.55375333,6.993333333,38.208828,18.33121833,18.03095167,-0.300266667,10004.8886
11.67223333,11.76309333,61.13819367,15.83889967,7.02,38.867815,18.33150833,18.02918167,-0.302326667,10019.8748
11.60003333,11.61979333,60.80699233,16.13209033,7.09,39.383537,18.33133333,18.02761333,-0.30372,10036.67133
11.53596667,11.49336167,60.76345533,16.43542267,7.19,39.810703,18.33146,18.02739333,-0.304066667,10048.9035
11.48283333,11.38494333,61.075187,16.74621567,7.29,40.18782867,18.33136,18.02664,-0.30472,10050.3546
11.44223333,11.293535,61.596154,17.03713633,7.39,40.61445833,18.32988,18.02695333,-0.302926667,10043.7046
11.40217033,11.21446667,62.22466067,17.28759433,7.49,41.16944767,18.33106667,18.02630667,-0.30476,10051.65733
11.358911,11.14622,62.893734,17.53158167,7.59,41.872697,18.33367,18.02539167,-0.30827833,10074.13407
11.29931933,11.08262667,63.61987333,17.80889733,7.69,42.57586767,18.333825,18.02570333,-0.30812165,10094.4231
11.21599567,11.01795333,64.486149,18.111746,7.79,43.114179,18.33489,18.025525,-0.309364973,10114.53843
11.11740567,10.95514667,65.38169067,18.403547,7.89,43.57468267,18.334245,18.02446333,-0.30978164,10131.63497
11.015949,10.90572,66.07542667,18.65973,7.97,44.023129,18.33138667,18.02492667,-0.306459973,10143.50553
10.92789233,10.86588,66.45989633,18.861462,8,44.43136833,18.33105833,18.02537167,-0.30568664,10150.78853
10.84523567,10.812185,66.489433,19.01874367,8,44.77798467,18.33278833,18.02482,-0.3079683,10163.65787
10.77511233,10.76575667,66.16890267,19.15832433,8,45.084449,18.333125,18.02453,-0.30859496,10179.60087
10.721655,10.72397833,65.64940433,19.286454,8,45.364557,18.33518833,18.02342167,-0.311766627,10196.21153
10.693994,10.69145333,65.03103333,19.38148067,8,45.614614,18.33496167,18.02188167,-0.313079957,10210.3222
10.67233,10.67506,64.332362,19.407724,8,45.778668,18.33152433,18.02097267,-0.310551623,10219.07387
10.65379833,10.66019333,63.60022333,19.37532067,8,45.82696467,18.32994033,18.02068867,-0.309251637,10230.42743
10.66731533,10.66269167,62.83353467,19.31850367,8,45.75039333,18.32732867,18.020807,-0.306521647,10236.24067
10.70476533,10.69311333,62.08771533,19.25433,8,45.598311,18.324987,18.020782,-0.30420498,10231.40067
10.73729867,10.72500333,61.607782,19.19047067,8,45.45439567,18.32608867,18.019692,-0.306396647,10224.59657
10.74776533,10.73284333,61.405117,19.16009567,8,45.277957,18.32734033,18.017887,-0.309453313,10203.9668
10.75476533,10.73373,61.292982,19.17907633,8,45.04418167,18.32582367,18.01526533,-0.31055832,10166.11167
10.75809867,10.72071,61.198976,19.20915567,8,44.801726,18.32322033,18.01269533,-0.310524993,10134.6439
10.75503267,10.69817,61.12470533,19.233052,8,44.57098967,18.31988367,18.010097,-0.30978666,10108.05573
10.7565,10.66777667,61.15023867,19.255125,8,44.34189567,18.317417,18.00894367,-0.30847333,10082.12643
10.78562833,10.62415667,61.31383833,19.27537467,8,44.11422733,18.31680433,18.00819433,-0.30861,10059.7472
10.856085,10.59019,61.437973,19.30572333,8,43.91495533,18.31595333,18.00641333,-0.30954,10033.13157
10.94215833,10.560785,61.38819267,19.337633,8,43.781316,18.31426667,18.0056,-0.308666667,10004.1343
11.040165,10.51359667,61.16120933,19.36568467,8,43.62821833,18.31363333,18.00509333,-0.308539993,9981.601033
11.158155,10.44858,60.85374033,19.406047,8,43.35682567,18.31266667,18.00436667,-0.308299987,9969.203067
