Id,sog,stw,head,wspeedms,wspeedbf,wdir,drafta,draftf,trim,me_power
188,11.82027633,12.42743667,37.83779833,2.153949333,2.053333333,305.0770118,17.55004983,18.236712,0.686648533,8845.31774
189,11.843175,12.41143,39.702336,2.273217,2.146666667,310.8588245,17.5489425,18.2359605,0.687001117,8847.174417
190,11.87427933,12.39937,41.283934,2.411442,2.24,316.8330195,17.54815783,18.23519867,0.687026533,8847.704967
191,11.908262,12.39235667,42.69326,2.561984333,2.333333333,322.0236995,17.5473495,18.23454183,0.687180767,8850.243847
192,11.93772467,12.38469667,44.07878567,2.722455,2.426666667,326.3431121,17.54642133,18.2340325,0.687601883,8852.65441
193,11.967182,12.382535,45.14845933,2.891401667,2.52,330.6543201,17.5456205,18.23364217,0.688013733,8848.52997
194,11.992687,12.38755667,45.711032,3.069494667,2.613333333,335.1370811,17.54519017,18.23341833,0.688220583,8841.30274
195,12.016991,12.39681333,45.53005033,3.260286333,2.706666667,338.8219885,17.54500817,18.23334467,0.68832995,8832.552187
196,12.04530033,12.41036667,44.988703,3.460617,2.803333333,342.6753072,17.54485267,18.23332517,0.688467583,8824.342187
197,12.075192,12.42382667,44.70636433,3.603033667,2.893333333,346.6559543,17.54474367,18.2332875,0.68854105,8820.57218
198,12.10553467,12.43690833,44.515961,3.650302,2.933333333,347.5127623,17.54466533,18.233217,0.688551333,8816.478287
199,12.13468933,12.445825,44.34654767,3.665182,2.933333333,346.1370873,17.544718,18.23321633,0.688500317,8813.969943
200,12.16055167,12.44906,44.21719867,3.685851333,2.933333333,344.656388,17.54511083,18.23334233,0.68823535,8814.230503
201,12.18524367,12.44854667,44.10925733,3.716880667,2.933333333,334.7702787,17.54591633,18.23351867,0.687607,8817.968843
202,12.21581367,12.44360667,44.03965933,3.757284,2.933333333,308.2729847,17.54715167,18.23366433,0.6865141,8825.413287
203,12.253825,12.43418,44.03307167,3.801517667,2.933333333,273.4831453,17.548746,18.2337885,0.685036967,8835.331063
204,12.30482633,12.42662667,44.097017,3.848518667,2.933333333,238.5906787,17.550641,18.23389533,0.683245767,8845.26773
205,12.36010433,12.42309333,44.204027,3.893865333,2.933333333,204.5055243,17.55285167,18.2339655,0.681107767,8854.402173
206,12.40266867,12.41893333,44.30783233,3.937773667,2.933333333,171.2500453,17.5552625,18.234037,0.678771933,8863.00829
207,12.433504,12.4148,44.40662733,3.983319667,2.933333333,137.921155,17.5576135,18.234157,0.676543517,8870.912187
208,12.456768,12.411945,44.574023,4.032317333,2.933333333,104.6083543,17.55964567,18.23439583,0.674750333,8877.7533
209,12.47335267,12.41378833,44.841892,4.076567667,2.933333333,71.584043,17.561206,18.2347295,0.673522333,8881.377753
210,12.48288967,12.4221,45.14190067,4.109175333,2.933333333,38.86330967,17.56237983,18.235052,0.6726699,8881.483873
211,12.48711967,12.43166667,45.44150733,4.087541667,2.896666667,14.43679467,17.56329083,18.235377,0.6720829,8879.094997
212,12.481409,12.44530667,45.724632,4.004103667,2.813333333,6.452567,17.56381117,18.235753,0.671937933,8873.731113
213,12.463894,12.46545333,45.99841333,3.909190333,2.72,6.690236333,17.56383167,18.23617983,0.672346,8866.02445
214,12.437297,12.48558,46.23874033,3.814491,2.626666667,6.957127,17.56344583,18.2366405,0.6731959,8856.93723
215,12.40145933,12.49981333,46.30729567,3.705024,2.533333333,7.302217,17.56276233,18.23713083,0.674369283,8847.798343
216,12.36538,12.51274667,46.22104567,3.577799333,2.44,7.699821333,17.56193883,18.237668,0.675725383,8839.273907
217,12.33406767,12.52632667,46.11510833,3.446437,2.346666667,8.090589667,17.56123433,18.23826067,0.67702135,8831.676137
218,12.30286533,12.53609333,45.98357033,3.308762667,2.253333333,8.465975,17.56093967,18.2387955,0.677856217,8825.98781
