double_LSTM,sequence_size,epoches,batch_size,trainScoreMAE,trainScoreMSE,trainScoreRMSE,testScoreMAE,testScoreMSE,testScoreRMSE,exec_time
False,5,7,32,125.70574154471295,50753.29624614704,225.2849223675367,137.16209668182583,36376.106214294356,190.72521127080802,19737.399658203125
False,5,7,32,118.83367181582385,50098.102059143435,223.826053128637,108.60321088446632,28352.752265579795,168.38275524999523,20680.734130859375
False,5,7,32,134.4906032373643,41371.6720366702,203.40027540952397,77.70822237912051,18080.937755006024,134.46537753267947,20026.722412109375
False,5,7,32,140.89393528883,48626.83229056736,220.51492532381423,74.27810456394101,18771.57429300757,137.00939490782218,20201.9697265625
False,5,7,64,187.69419473027568,99941.58297386377,316.13538709525034,173.77585316276804,112710.29033195485,335.7235325858985,12980.566650390625
False,5,7,64,166.62762495647814,82736.55260921082,287.6396228081431,158.8127090013453,84191.32878725126,290.157420699956,13095.84228515625
False,5,7,64,169.03783109959983,90312.0913574611,300.5197021119599,190.13629319359833,68436.91594457137,261.60450291340817,12622.375732421875
False,5,7,64,180.86919451878225,88035.9080102732,296.70845625002534,156.64130264368958,54662.20227452068,233.79949160449576,12618.931884765625
False,5,7,64,203.306231416663,96146.15471823775,310.0744341577321,134.88407918791378,54432.29247425614,233.3072919440285,12990.55029296875
False,5,8,16,122.54482375226829,28804.561747517047,169.71906713011666,161.36388366480398,43777.065160835395,209.22969473962198,40544.68408203125
False,5,8,16,157.820064301702,41582.017230266414,203.91669188731564,193.02651982796448,53055.08507048319,230.3368947226718,41469.697509765625
False,5,8,16,155.09514925043013,43160.1773375746,207.75027638387053,141.67824946020633,27568.637552737382,166.03806055461314,41703.343505859375
False,5,8,16,150.34775504810673,37858.27516537092,194.57203078903947,111.7326818759587,20262.350790048746,142.3458843453113,40749.206787109375
False,5,8,16,91.83916645221254,20548.988880522178,143.349185140768,119.18688189502974,26223.492077820432,161.93669157365304,40509.339599609375
False,5,8,32,177.86087035562068,66618.20936298152,258.1050355242639,133.74998995890414,35674.88487461709,188.87796291419784,22193.81298828125
False,5,8,32,117.83526800113935,34570.52839685283,185.93151534060286,102.33226321264542,19312.58208772618,138.96971644112318,22702.1162109375
False,5,8,32,91.03695748893657,28814.18033410053,169.74740155330957,65.27109534210395,15062.52063219231,122.7294611419455,22011.79345703125
False,5,8,32,100.69170205369083,37110.657964344384,192.6412675527868,78.95830070941587,20054.360080811883,141.61341772873035,22448.421875
False,5,8,32,144.76548528104647,44561.26249381715,211.0953871921818,100.07972868265529,27348.21621665282,165.37296095992482,22391.94384765625
False,5,8,64,180.98718859656768,95639.36411109599,309.2561464402866,233.17902115342028,115960.56365840198,340.52982785418664,13774.46826171875
False,5,8,64,244.3842571657475,104600.45789377169,323.41994047023707,322.7642093053038,148652.53861032467,385.5548451392158,13881.196044921875
False,5,8,64,218.93747985562626,104374.27842858071,323.0700828436157,143.94124375797338,48628.09010901349,220.51777730834647,14059.10888671875
False,5,8,64,161.09907726389338,75819.93353566954,275.35419651000336,189.13922917901522,58517.83888489536,241.90460699394578,14222.639404296875
False,5,8,64,284.4938413305737,130784.09296027127,361.6408341991696,215.91657095363453,81493.28581830597,285.4702888538595,13780.443603515625
False,5,9,16,227.95928782694682,70160.91953830988,264.8790658740511,307.0364780290461,108740.27808785319,329.7579083022168,45319.08837890625
False,5,9,16,137.0148374531924,32116.965333572083,179.21206804669177,152.71054433484073,28111.270422714268,167.66415962487113,45971.104736328125
False,5,9,16,85.27387895130234,15687.526328564269,125.24985560296774,88.15581126151221,11801.297351921543,108.63377629412292,45873.79150390625
False,5,9,16,210.72646740559793,55028.726490829715,234.58202508041768,210.0691246177228,49242.67014723319,221.90689522237292,46034.60400390625
False,5,9,16,77.29404580554193,17824.012566904243,133.50660121096726,78.64580539093204,12988.807884972395,113.96845127039498,46156.58740234375
False,5,9,32,190.56237340201864,60394.055866939896,245.7520210841406,244.26171819300447,73776.39063651598,271.61809703426604,25980.896240234375
False,5,9,32,105.92893079973244,35816.40600626126,189.2522285371067,85.90156211213848,20942.08502904246,144.7138038648783,24992.40283203125
False,5,9,32,118.60347311158819,38754.98629615924,196.8628616477959,116.31916718408674,31160.245413650187,176.5226484439042,27271.053466796875
False,5,9,32,118.135130370924,41576.58551774474,203.90337299256416,80.104997833614,20239.123994284862,142.26427518630553,25386.15087890625
False,5,9,32,170.70992890900482,58432.22149643162,241.72757702924923,121.30828583916853,31216.86006580031,176.68293654396936,24951.565185546875
False,5,9,64,182.38126495417902,80537.66525979133,283.7915877185075,138.8713879079708,56337.30230276599,237.35480256941503,15105.131103515625
False,5,9,64,143.7891972514895,76464.33577336677,276.5218540610611,133.88507991986995,48108.47527212657,219.33644310083668,15209.0029296875
False,5,9,64,211.9665146988628,89400.67405350762,298.9994549384792,145.92059336978562,43788.74140279093,209.25759580667778,15566.515625
False,5,9,64,183.43845048229886,86611.8556669182,294.2989222999605,206.3995852058178,73615.22706293443,271.32126172295165,15268.64208984375
False,5,9,64,178.99828143806627,84892.24621357172,291.3627399197978,125.82303955820865,41716.30275869351,204.24569214231548,15335.48974609375
False,5,10,16,126.8581468784402,26095.09033666274,161.53974847282242,137.71599060553834,23617.9046919991,153.6811787174965,50696.227783203125
False,5,10,16,84.71429474096911,18273.156574341796,135.1782400179178,80.53349487073628,11450.028959559053,107.0048081142107,50130.2900390625
False,5,10,16,98.50735363847485,19797.805794951622,140.70467581054874,60.35626206723794,9022.984538199991,94.98939171402242,49888.87353515625
False,5,10,16,70.7588962575388,14266.735620023448,119.44344109252482,82.31486139764743,15691.501355737018,125.2657229881224,51668.385986328125
False,5,10,16,152.73844624906093,33663.33406740002,183.4757042973266,102.15933381427237,14695.478762794557,121.22490982794979,50491.748046875
False,5,10,32,188.60331007482478,52142.654299008245,228.34766103248845,173.939893939184,38469.85391604416,196.13733432481476,26792.822021484375
False,5,10,32,168.89515480894863,51768.794449018504,227.52756854723893,105.98159705626104,25122.70693566907,158.50144143088752,26904.097900390625
False,5,10,32,113.11773963791948,33454.2772878269,182.90510459751226,81.3517454084704,20496.18508439316,143.1648877497313,27269.8134765625
False,5,10,32,118.4360123792989,44626.03512831142,211.24875177929792,110.25881366445348,29838.589785163324,172.73850116625223,27144.046630859375
False,5,10,32,91.6525190657005,24703.0249593781,157.17195983819155,94.23076151852395,18189.615004042178,134.8688807844203,26720.83203125
False,5,10,64,140.85435498523924,62481.92972112857,249.9638568295996,143.11343977257306,40441.46858476108,201.10064292478302,16544.396728515625
False,5,10,64,204.91397564553608,84741.88770567156,291.10459925200695,162.61987839267718,49131.926280254615,221.65722699757526,16764.402099609375
False,5,10,64,129.27632715207105,55470.22183004193,235.5211706620913,99.63280960255362,27743.592321281474,166.56407872432,16464.887451171875
False,5,10,64,182.32632607223468,79611.9802704526,282.1559502658992,122.71733739856157,44084.33326072578,209.9626949263268,16479.51708984375
False,5,10,64,143.55985540846362,52780.31460167102,229.73966701828186,166.0305290415215,44491.98865775456,210.93124154035257,16531.13818359375
False,10,5,16,184.11004369193063,57612.05701911811,240.02511747548027,195.11307325759182,52490.29138519,229.1075978338344,42494.3701171875
False,10,5,16,103.55961833847935,33739.395111527825,183.68286559047314,105.22801972246214,26816.753972420433,163.7582180301814,41866.91015625
False,10,5,16,166.07319034188848,48953.42669272252,221.2542128248014,124.32120611395253,26808.315324095198,163.73245043086357,41676.389892578125
False,10,5,16,137.89076207782594,40614.52301929531,201.53045184114313,186.06130183283906,49679.84386496494,222.8897572006505,42147.65673828125
False,10,5,16,104.47062904319908,30581.906773064442,174.8768331514053,108.90411094127597,21764.841951202976,147.52912238335514,41606.985595703125
False,10,5,32,145.4375636562314,55038.16786659642,234.6021480434406,174.98891849691265,68714.19349689658,262.13392282742916,23172.25
False,10,5,32,168.49251875802537,67372.83512111419,259.5627768404287,167.83762760515472,47138.35822030224,217.11369883151602,23114.652587890625
False,10,5,32,234.6428237342088,90060.31522631204,300.1005085405755,162.76685991327628,44053.66444846446,209.88964826418777,23140.618896484375
False,10,5,32,152.57103280513746,68968.66840498832,262.61886528767945,121.52887623272687,38965.59015044809,197.3970368329983,23205.40771484375
False,10,5,32,147.67494740186913,59209.49784320604,243.33001837670182,132.3142100956336,38633.77158072489,196.554754663236,23230.7607421875
False,10,5,64,180.76769458998803,95254.66862503185,308.633550711895,233.341171515084,135668.19245802937,368.33163380034216,14838.281494140625
False,10,5,64,174.59328822046038,76004.12484329467,275.6884561299125,180.16228162641858,57798.598399296694,240.41339064057289,14779.0771484375
False,10,5,64,256.1772228295153,133596.8607246646,365.5090432871184,154.86926618773765,64204.7831585956,253.38662782119266,14807.437744140625
False,10,5,64,168.30233000379005,91894.81306936033,303.14157265106405,198.20525903081602,75619.66489570872,274.99029963929405,15179.890380859375
False,10,5,64,196.38823892183106,90238.47510942644,300.3971955751692,252.80618331040168,99506.80472228567,315.44699193729156,14797.14306640625
False,10,6,16,162.55528202990635,43455.60232161339,208.4600736870574,177.79533766201212,48304.87583010532,219.7837023760072,49137.398681640625
False,10,6,16,117.11116849832474,31780.29158145672,178.27027677506064,95.87837065560677,16487.689619167195,128.404398753186,49476.801513671875
False,10,6,16,162.09790664438526,43329.45057465156,208.15727365300393,227.82517820366894,75299.6036839867,274.4077325513745,50010.157470703125
False,10,6,16,130.8965691578285,34014.07714125248,184.42905720426074,166.0195067342381,35597.54849090371,188.67312604317476,48920.9365234375
False,10,6,16,179.86064892804433,49346.4695610448,222.14065265287397,165.6521273649039,36789.81310403367,191.8067076617334,49027.96533203125
False,10,6,32,183.4641174446121,67363.76234281859,259.54529921156075,117.82940346403005,31534.302641872284,177.57900394436354,26714.36572265625
False,10,6,32,173.87099299197757,57981.280835687816,240.7930248900242,121.18196911171763,27571.882229210696,166.0478311487708,27112.066650390625
False,10,6,32,200.932696569421,68420.30254400929,261.57274809125147,255.59726384927592,85616.5056114126,292.60298291612236,27188.777099609375
False,10,6,32,121.74710668542986,43808.094522355976,209.30383303311953,148.7597331577793,41774.06333025763,204.38704296079445,27296.651611328125
False,10,6,32,105.71747989544083,35583.20495909397,188.63511062125727,78.54131874769351,17311.999128898166,131.57507031690375,26882.890869140625
False,10,6,64,127.38316737891458,55264.21159291332,235.08341411701787,124.65541909910988,39427.1187494443,198.56263180529285,16992.254150390625
False,10,6,64,153.65137062038315,71008.57010596432,266.47433292151106,143.64341526225718,58623.643782032035,242.12319959481792,17067.543212890625
False,10,6,64,175.50945737978745,77826.21288338801,278.973498532366,122.52073783727857,42445.99211896921,206.02425128845684,16836.036376953125
False,10,6,64,332.1286232445949,172749.93415275376,415.63196959901165,260.67950910340545,107365.76540194907,327.6671564285152,16892.900634765625
False,10,6,64,259.51167478993466,134490.97258522414,366.7301086428876,184.91350243909204,85381.2198629578,292.2006500043383,17141.54150390625
False,10,7,16,89.5733073437419,24235.14376542787,155.67640722160783,96.90731861165565,18081.36706282325,134.4669738739712,57107.364501953125
False,10,7,16,119.55091295001026,32699.249999334956,180.8293394317829,93.26240276573755,17326.473589048383,131.6300633937718,56260.9833984375
False,10,7,16,121.70461139311394,32534.187334911952,180.37235745787643,174.74721153401558,45427.14493021351,213.1364467429574,56853.332275390625
False,10,7,16,91.1683671223922,21866.140225391406,147.87204003932388,86.20246004089735,16184.185913538284,127.21708184649687,57306.3037109375
False,10,7,16,135.7667650967955,36982.38568945849,192.30804894610753,101.74050251196563,19802.929564334903,140.72288216326052,56395.92529296875
False,10,7,32,198.75749000296847,60821.13585552122,246.61941500117388,135.01319783844104,31242.05107708001,176.75421091753375,30305.889404296875
False,10,7,32,112.43953978928886,33075.879770885476,181.86775352130314,135.89567769058957,31970.20854303742,178.8021491566514,30979.04638671875
False,10,7,32,107.964545068382,34083.19333886767,184.61634093131536,142.0457236025198,39217.327697213565,198.03365294114423,30991.083251953125
False,10,7,32,129.1495051757961,51347.46457796769,226.59978944819804,165.89300171872196,57099.807418612516,238.9556599426189,31343.205810546875
False,10,7,32,207.24672659569555,64781.69029173208,254.52247502280045,200.4579433009702,52304.535437080754,228.70184834644593,30879.3212890625
False,10,7,64,234.55154365486524,96812.05759723141,311.14636041135276,210.00885400717925,69442.39056114006,263.5192413489764,19010.485595703125
False,10,7,64,165.96644412351165,68406.99270764462,261.54730491374715,194.3491221260237,58380.263038779834,241.62007995772998,19201.382080078125
False,10,7,64,166.16227630068587,67869.59282207051,260.5179318628,190.76792977539046,58709.559943636705,242.30055704359555,19446.58837890625
False,10,7,64,192.45711775462374,79679.45320608471,282.27549168513497,233.16139011892346,86296.27932039573,293.7622836927772,19022.14013671875
False,10,7,64,206.6482378192818,81772.34353674436,285.9586395560455,153.85079190819096,49338.47208761245,222.12265100077582,19148.121826171875
False,10,8,16,108.22714696660854,24941.100148425707,157.92751548867508,124.81355014726545,21297.217255160922,145.93566135513595,64191.575439453125
False,10,8,16,137.90716397243813,37924.48251360447,194.7420923005719,143.82901078157255,39917.046060229026,199.79250751774708,64893.702392578125
False,10,8,16,97.47813483693804,22601.908091201818,150.33930986672055,102.9603793724902,17280.09057479559,131.45375831369597,63617.986572265625
False,10,8,16,81.49571447420416,20884.61438637572,144.5151008939056,75.7447432757927,12523.814041876829,111.9098478324264,64799.449951171875
False,10,8,16,213.67852311572176,67386.75758581361,259.58959452530763,190.14016984739757,55681.74735793625,235.9698017923824,65410.6025390625
False,10,8,32,135.22169156926222,45569.44170066233,213.47000187535093,173.38438280824283,53082.58026740035,230.39657173534582,33811.172119140625
False,10,8,32,152.64743631891642,44943.97747468121,211.9999468742415,163.8024336696124,40686.13090080903,201.70803380333922,35028.89794921875
False,10,8,32,119.76891939325232,41688.9464342608,204.1787120006902,120.07228483441854,37815.00942575094,194.46081719912354,35006.62841796875
False,10,8,32,122.48670501287381,33551.19172646506,183.16984393306956,118.88909512025567,30700.680536959448,175.21609668337965,34140.143310546875
False,10,8,32,160.389768937665,54054.488239143924,232.49621123610578,127.4408302277368,33986.307122211554,184.35375537865116,34399.87646484375
False,10,8,64,130.5094910588684,52602.058988995836,229.35138758899157,135.94757572372242,39384.433426791795,198.4551169075562,21438.13330078125
False,10,8,64,133.55115493863923,59638.28656941353,244.20951367506862,121.45233633018127,35635.827051705746,188.7745402635264,21448.412109375
False,10,8,64,174.17008019442952,67733.24699356082,260.2561180713353,232.30731041601436,76027.78868342163,275.73137051017903,21106.88427734375
False,10,8,64,323.36010148582693,162069.10380047344,402.57807168358465,225.73484162096054,79506.69877742039,281.9693224047971,21352.4521484375
False,10,8,64,136.03527784531218,53768.35852554165,231.88005202160372,173.57240561911533,50878.347873873645,225.56229266850798,21476.55908203125
False,10,9,16,137.26007178601927,34019.8726521065,184.44476856800927,120.43662110429301,22799.294768210468,150.99435343154548,70830.96948242188
False,10,9,16,84.3718850392759,19966.511608985278,141.3029072913409,78.58702427133363,13658.939870120359,116.8714673054136,72065.81469726562
False,10,9,16,116.57998992077243,27653.26494301703,166.2927086285416,150.76355439987822,42680.272519225335,206.59204369777973,72778.763671875
False,10,9,16,114.91436580302525,28357.793935523383,168.39772544640672,112.13209184995536,21407.30615607847,146.31235817960993,72172.234375
False,10,9,16,94.87365935552161,20865.512947824758,144.44899773908006,102.74044457625399,16164.76175498505,127.14071635390863,71091.12768554688
False,10,9,32,168.75588849880995,53301.7849441272,230.8717933055643,128.9397776149648,29796.360257945576,172.61622246459217,39012.221923828125
False,10,9,32,88.38117858637574,25895.205653561778,160.91987339530743,103.71579050443361,23501.60922905705,153.30234580415606,38059.14990234375
False,10,9,32,131.32941150828768,37246.45545827772,192.99340781041647,136.87050231861232,30963.094975092972,175.96333417815478,38290.20361328125
False,10,9,32,163.42313799944046,49293.44789220641,222.02127801678472,107.90364784324959,22501.48020439718,150.0049339335116,39262.36083984375
False,10,9,32,93.69950763449421,25184.927381634374,158.6975972774458,74.43812223523817,13623.196430715736,116.71844940160804,38429.713134765625
False,10,9,64,156.39617744885126,54326.6484275026,233.08077661510956,115.569183866879,28588.790203793367,169.08219954741944,23292.288818359375
False,10,9,64,134.56404026843586,50005.7769931478,223.6197151262558,104.84859041249898,33382.59801501582,182.70905290930665,23419.869140625
False,10,9,64,131.57712676468637,49746.45096924784,223.03912430165215,128.38657456863595,35024.71000004365,187.1488979396984,23500.72314453125
False,10,9,64,156.7819623456694,58869.8113851465,242.63101900858948,132.0183625892317,43251.031188402914,207.9688226355165,23196.86376953125
False,10,9,64,153.33424560945346,59493.03828109075,243.91194780307657,133.10429878914147,39399.93586209823,198.4941708516858,23291.24951171875
False,10,10,16,90.48863407108223,19110.692933898754,138.2414298750514,101.74455284572028,17974.58693517704,134.06933629721988,80336.88940429688
False,10,10,16,86.8926740732505,18849.818572127842,137.29464145452962,102.02244521106446,17274.665674791802,131.43312244176428,79004.95434570312
False,10,10,16,173.67478376953102,40771.986818531965,201.9207439034731,165.5790024148648,36383.19093930324,190.74378348796387,80020.78393554688
False,10,10,16,159.94084692127177,37372.05962541948,193.31854444263612,202.43581372139747,51211.32081617583,226.2991843029396,78464.00048828125
False,10,10,16,129.91855063055712,28880.176647636847,169.94168602093146,121.14587671680482,21738.78056675478,147.44076968991575,78553.38549804688
False,10,10,32,113.31387628095598,28309.83603397778,168.2552704493318,122.85816124842755,27660.630270515943,166.3148528259456,42345.252197265625
False,10,10,32,150.88869338963536,46410.31828692094,215.4305416762464,110.49410370643488,23897.15838403473,154.58705762137635,41688.674072265625
False,10,10,32,163.01084502124326,43552.431766843765,208.69219383303192,170.44599183993012,38052.5318008392,195.07058158738133,41976.973876953125
False,10,10,32,96.00480251759944,27043.474804848145,164.44900366024766,56.400447783291135,10412.410893562757,102.04122154091824,42828.0224609375
False,10,10,32,96.51175450340784,25198.672774007806,158.74089823989218,89.29079804678238,14952.348972796288,122.2797978931773,42000.52392578125
False,10,10,64,113.76235929083862,37351.45487235201,193.26524486402622,116.44249478084849,30474.572564807524,174.56967825142922,25544.1015625
False,10,10,64,108.84735036910445,37246.16035619698,192.99264326962566,140.83760047068893,44938.18922556482,211.98629490031854,25511.48583984375
False,10,10,64,123.5630660168622,45697.214189060374,213.7690674280551,138.50783054688014,41993.01216820968,204.92196604612616,25566.2822265625
False,10,10,64,180.39829067825585,63422.129591864825,251.83750632474272,226.42137953634418,76081.6957086034,275.8291059852158,25841.83447265625
False,10,10,64,156.8553405331733,55449.661710030945,235.47751848113006,99.99768479875708,25667.013805222523,160.20928127053853,25425.455078125
False,15,5,16,182.83197806754066,61193.91006536488,247.37402867998264,238.9509250075772,97786.90874855415,312.70898411870763,56927.198486328125
False,15,5,16,113.05923353695384,34878.95843584495,186.759091976388,108.29325905882457,24016.454463883925,154.9724313027447,55373.894287109375
False,15,5,16,97.1424614077113,28022.952217017675,167.40057412391891,125.80681192055961,30498.063136983706,174.63694665500685,56121.12646484375
False,15,5,16,188.02824292590546,55294.79958854809,235.14846286664962,225.23537679581113,62196.905079514,249.3930734393279,56031.9765625
False,15,5,16,99.07285383917166,32008.93108892112,178.9103996108698,101.25582530388628,23572.470002778715,153.53328630228273,55860.84765625
False,15,5,32,152.68377341026076,56701.89384094672,238.12159465480389,200.83442212807543,65810.98479132452,256.5365174615975,30249.835205078125
False,15,5,32,144.8816000852855,58544.28830941085,241.95926993899374,187.85965573417303,82411.58800063212,287.0741855350845,29839.607421875
False,15,5,32,176.78061158118874,61413.81242894228,247.81810351332746,146.8622456748284,52994.48748374654,230.20531593285708,30531.155517578125
False,15,5,32,122.39397028174145,43369.22654765829,208.25279481355895,168.9771936820897,56118.272499767416,236.89295578333986,30230.963134765625
False,15,5,32,171.30512832258705,63864.85826022809,252.71497434902446,130.58418248349517,42270.349309995094,205.59754208159953,30351.0830078125
False,15,5,64,446.8872467301359,261702.9123499036,511.56906899254926,375.8889273745502,181791.22894170362,426.36982649069296,19043.9228515625
False,15,5,64,319.24282024213625,168280.41242335812,410.21995614957365,238.28024097014236,91929.96525144139,303.19954691826536,19112.893798828125
False,15,5,64,292.3418211073133,148084.89570429336,384.8180033526152,205.67108074223336,87180.23394886249,295.2629911601901,19320.938720703125
False,15,5,64,404.83958707933976,234372.52499761787,484.12036209771003,287.4468076914236,124302.59230885406,352.56572764359,18989.519775390625
False,15,5,64,149.2025320313645,80787.3964270019,284.2312375988992,166.9645525772165,61577.58560807048,248.1483137320713,19076.937255859375
False,15,6,16,197.24788528575897,57145.25348309564,239.0507341195497,228.59216268317726,67623.77185561165,260.0457110886693,65758.37817382812
False,15,6,16,132.74282347795932,35958.374302577984,189.6269345387885,193.70934662145777,62603.36631388786,250.20664722162732,65687.56298828125
False,15,6,16,117.40668642007978,30034.562118392434,173.3048242790501,132.29650631978504,30542.588686803327,174.76438048642328,67592.18676757812
False,15,6,16,100.74144038147362,28548.450881266155,168.96286835061173,66.96245790134944,13152.182381262908,114.6829646515249,66338.80712890625
False,15,6,16,158.65061299480448,50900.481692950154,225.61135098427596,217.36459200331956,72567.48244406027,269.3835229631914,67585.703125
False,15,6,32,142.18454586607163,52598.05084804869,229.34264943103952,163.02791972503996,43848.49072010365,209.4003121299098,35622.294189453125
False,15,6,32,137.27034454824175,48958.32349948298,221.26527856734094,105.54740394539944,27446.12074196796,165.6687077934996,35476.985595703125
False,15,6,32,121.35379878892013,39608.81001111172,199.01962217608522,154.94032588510743,44642.71981663186,211.28823870871722,35971.490966796875
False,15,6,32,137.3055932636197,48973.14671157523,221.2987725035438,198.1169943757528,73067.98919150987,270.310912083678,35871.468505859375
False,15,6,32,139.02334979065947,47683.18617938499,218.36480068771382,131.49527248792393,37873.652769199434,194.61154325784335,35028.0166015625
False,15,6,64,275.73156886806197,119070.4306324352,345.0658352147242,178.61291769572088,58017.66576802926,240.86856533808904,22122.54345703125
False,15,6,64,224.7473876748281,88083.59176920504,296.788799938955,147.93117542966678,40837.42136416657,202.08270921621812,21959.000244140625
False,15,6,64,243.29143624014176,101049.33743943411,317.88258436006544,151.2140962383456,47669.8609146459,218.33428707980315,22282.336181640625
False,15,6,64,189.58823564950583,81970.63350266845,286.3051405453078,129.21528351440577,40216.020815927666,200.53932486155344,21951.797607421875
False,15,6,64,498.98587052113044,321869.0178244526,567.3350137480081,377.4182359316016,183789.4698197061,428.70674104766084,21994.70751953125
False,15,7,16,112.61466720599897,31173.30590851514,176.55963839030466,82.96672486250408,14595.163464350011,120.81044435126465,76154.05908203125
False,15,7,16,118.79321375454565,30847.543732780487,175.63468829585028,125.80132745018942,27562.51030772825,166.01960820255013,78448.11865234375
False,15,7,16,202.38995945062513,59041.82259072261,242.98523121935335,202.72709817091103,50129.88507940238,223.89704124753945,77210.9443359375
False,15,7,16,132.8346382597128,35854.62923083112,189.35318648185225,99.41798936517594,19002.981272760484,137.85130130963756,77686.994140625
False,15,7,16,178.2692667846172,58125.53783785186,241.09238444598753,137.5835795379831,28464.482788440382,168.71420446554103,77918.931640625
False,15,7,32,102.90410434083584,33771.28426194428,183.7696500022359,118.71669146627457,28281.104506770967,168.16986801080319,40714.094482421875
False,15,7,32,101.5519500282842,31716.422394925754,178.09105085580734,128.8831503925352,41245.89124930698,203.09084481902914,40317.204345703125
False,15,7,32,170.83730902106055,52542.966633665914,229.22252645337002,156.29653601077325,38001.08052521051,194.938658365165,41293.728515625
False,15,7,32,220.60105737347646,69532.7987598151,263.6907255855145,227.36885704454605,62023.721808877075,249.04562194280203,40511.977294921875
False,15,7,32,122.11816432413704,35188.03601388763,187.5847435531142,144.17599288184482,39795.56540000538,199.48825880238007,40839.865234375
False,15,7,64,206.54675017418694,85123.26612213238,291.75891781080554,146.64269757674674,43388.84118414696,208.29988282317146,25217.18212890625
False,15,7,64,208.17354323521948,79203.50448401336,281.4311718413818,179.25839605847688,54991.49600847355,234.5026567194358,25214.8642578125
False,15,7,64,408.4051479585695,249377.16581335192,499.3767774069514,237.68123984167295,95553.26316450674,309.1169085710239,25012.04736328125
False,15,7,64,195.2743936285403,78950.94354671042,280.9821053852192,128.2133137668546,49504.37657484672,222.4957900160062,25033.5087890625
False,15,7,64,230.87307110575333,107060.99558977589,327.2017658720318,156.21219347732597,58854.08608732999,242.59861105812206,25205.512451171875
False,15,8,16,130.02421894591293,31948.48891534417,178.74140235363538,122.20790321518184,22614.039433289327,150.37965099470514,85652.49194335938
False,15,8,16,202.95333973378368,53989.87749651408,232.3572195919767,207.53253761991448,49951.37470289359,223.49804183234713,86132.82006835938
False,15,8,16,177.97710185970138,47929.930258917426,218.9290530261286,94.61024968657782,16702.159001339303,129.2368329902095,86260.908203125
False,15,8,16,191.46858771029832,50357.619980862335,224.40503555148297,120.3358784542277,20602.75943766171,143.53661357877198,85939.90014648438
False,15,8,16,170.2676318946035,43090.74120537054,207.58309470034052,138.09984974340637,28551.691325865224,168.97245729960022,88027.00317382812
False,15,8,32,129.32487560395788,43269.783093277,208.0139012020038,173.9415641838209,47797.31551613179,218.6259717328474,45468.52392578125
False,15,8,32,158.6454365127915,49694.762010684826,222.92321998994368,149.8515375685421,39800.5868623836,199.50084426483915,46153.49169921875
False,15,8,32,168.0175879049444,52004.87987735567,228.04578460773106,180.07586353881612,47532.54665902219,218.0196015477099,46119.084228515625
False,15,8,32,169.32312906801184,45865.64710008931,214.16266504713025,204.79442756783928,53838.746059803365,232.03177812490117,45570.921875
False,15,8,32,157.7167174950441,46543.57669237446,215.73960390335026,108.78627818812294,23815.808314327533,154.32371274152112,45489.849609375
False,15,8,64,259.2178081368853,103184.70263896913,321.2237578993327,276.17261007963424,95039.13166023443,308.28417354809903,28181.224853515625
False,15,8,64,188.10857464739436,68046.25070101139,260.85676280482244,119.51970394124866,30437.57380048841,174.4636747305536,27706.539794921875
False,15,8,64,171.78236298503876,60629.44614199102,246.23047362581062,146.91468397796226,60085.40955890881,245.12325381103443,27923.5625
False,15,8,64,265.2384042437687,113977.50580882293,337.6055476570593,208.7928450036821,65483.855211440336,255.89813444306375,28234.40283203125
False,15,8,64,487.1426146150923,303098.8354524776,550.5441267078213,352.7541701417399,172546.69500810734,415.3874035260426,28103.265625
False,15,9,16,70.61668922869211,15364.46548120397,123.95348111773211,85.13898459738401,15493.563697737927,124.4731444840128,98952.58178710938
False,15,9,16,110.02640681350637,23465.13628256945,153.1833420531405,80.37524239144585,14890.585935098008,122.02698855211501,98286.0810546875
False,15,9,16,87.86103051988098,19414.536326377027,139.33605537109563,93.00552477325218,15889.402772167736,126.05317438354234,96746.91577148438
False,15,9,16,114.10089638686276,27103.702523577096,164.63202156195828,105.72071786403737,23130.902702631713,152.08846998583329,100036.10668945312
False,15,9,16,89.92199351042785,20895.800056871274,144.55379641113296,107.81935928089268,19827.735646699988,140.81099263445304,98397.87158203125
False,15,9,32,121.03571980084368,33060.70523955298,181.82603014847183,121.48201303628596,30061.486398306373,173.38248584648443,52515.630615234375
False,15,9,32,139.82481154466242,41704.99484296884,204.21800812604366,167.02023284886363,54635.55906600179,233.74250590340174,50726.331298828125
False,15,9,32,129.68245303103708,37374.46153762597,193.32475665994247,132.86081555608172,33031.31868619901,181.74520264975087,51715.26123046875
False,15,9,32,147.40791693808575,45707.06332794655,213.79210305328527,212.65418743264084,74822.16813490429,273.5364109856388,50947.02685546875
False,15,9,32,137.27212281573946,38573.71664081579,196.40192626554298,170.80728728098885,43237.7723864825,207.93694329407293,51713.505615234375
False,15,9,64,138.21172281023294,52368.885982739084,228.84249164597708,128.6525323590843,41234.83586926586,203.06362517513043,30918.640380859375
False,15,9,64,152.0315841921052,49690.3384356288,222.9132980233095,144.07104950002739,36905.05186500774,192.10687615233283,31605.138916015625
False,15,9,64,525.785570046478,388874.9519804219,623.5983899758096,299.03177758132654,138994.3755016093,372.8194945300062,30833.443115234375
False,15,9,64,133.68318357434035,43562.29627436705,208.71582660250527,186.95795472881673,59670.49463845771,244.27544829240966,31160.376220703125
